stop_id,stop_name,stop_lat,stop_lon,M1,M10,M100,M101,M102,M103,M104,M106,M11,M116,M12,M15,M2,M20,M21,M22,M3,M31,M35,M4,M42,M5,M50,M55,M57,M66,M7,M72,M8,M86,M9,M96,M98
401265,CENTRAL PK W/W 108 ST,40.799706,-73.958746,7781090322,42435343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401267,FRED DOUGLASS BL/W 111 ST,40.801444,-73.957433,7803460163,42435743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401268,FRED DOUGLASS BL/W 113 ST,40.802747,-73.956482,6223478803,42431207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401269,FRED DOUGLASS BL/W 116 ST,40.804742,-73.955025,42446164,42435766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401270,FRED DOUGLASS BL/W 119 ST,40.806378,-73.953887,42435211,42435775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401271,FRED DOUGLASS BL/W 121 ST,40.807445,-73.953051,42446169,42435785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401272,FRED DOUGLASS BL/W 123 ST,40.809069,-73.951847,42446171,42435802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401274,FRED DOUGLASS BL/W 127 ST,40.811747,-73.949887,42446182,42435810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401275,FRED DOUGLASS BL/W 129 ST,40.812894,-73.949048,8212384286,1905863520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401276,FRED DOUGLASS BL/W 131 ST,40.81414,-73.948137,8212384286,42435825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401277,FRED DOUGLASS BL/W 133 ST,40.815432,-73.94719,8212384286,42434113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401281,FRED DOUGLASS BL/W 141 ST,40.820541,-73.943464,42439924,8008242767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401282,FRED DOUGLASS BL/W 143 ST,40.821759,-73.942574,42439924,8008242701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401286,FRED DOUGLASS BL/W 153 ST,40.82813,-73.937918,42439924,8008242793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401287,FRED DOUGLASS BL/W 155 ST,40.829277,-73.937054,42439924,8008242813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401288,FRED DOUGLASS BL/W 158 ST,40.831209,-73.935693,42439924,42425758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401294,W 14 ST/7 AV,40.738287,-73.999271,4597668018,,,,,,,,,,,,,,,,,,,,,,,,,,8310246339,,,,,,
401301,HUDSON ST/CHARLTON ST,40.727185,-74.007248,,,,,,,,,,,,,42437949,8429031599,,,,,,,,,,,,,,,,,,,
401302,HUDSON ST/W HOUSTON ST,40.728924,-74.00704,,,,,,,,,,,,,42437949,8429031596,,,,,,,,,,,,,,,,,,,
401305,FRED DOUGLASS BL/W 155 ST,40.829091,-73.937451,42439924,8008242809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401306,FRED DOUGLASS BL/W 154 ST,40.828306,-73.938048,42439924,8008242802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401307,FRED DOUGLASS BL/W 152 ST,40.827019,-73.938993,42439924,8008242786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401308,FRED DOUGLASS BL/W 150 ST,40.825949,-73.939723,42439924,8008242760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401310,FRED DOUGLASS BL/W 145 ST,40.822522,-73.942285,42439924,8008242709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401311,FRED DOUGLASS BL/W 142 ST,40.820659,-73.943641,42439924,8008242694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401312,FRED DOUGLASS BL/W 140 ST,40.819419,-73.944553,8212384286,5378420476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401313,FRED DOUGLASS BL/W 138 ST,40.818185,-73.94545,8212384286,42435856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401314,FRED DOUGLASS BL/W 135 ST,40.816206,-73.946889,8212384286,42435837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401315,FRED DOUGLASS BL/W 133 ST,40.814919,-73.947829,8212384286,42429538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401317,FRED DOUGLASS BL/W 129 ST,40.812828,-73.949339,8212384286,1905863520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401324,FRED DOUGLASS BL/W 112 ST,40.801644,-73.957505,7096507178,42435746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401325,FRED DOUGLASS BL/CATHEDRAL PY,40.800938,-73.957992,6900706762,7024230446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401326,CENTRAL PK W/W 108 ST,40.799136,-73.959367,6256725787,761849081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401327,CENTRAL PK W/W 106 ST,40.798131,-73.960068,42446138,7784826655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401328,CENTRAL PK W/W 104 ST,40.79651,-73.961272,4969073760,7784826638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401329,CENTRAL PK W/W 102 ST,40.795276,-73.96219,6254630470,42435333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401330,CENTRAL PK W/W 100 ST,40.79395,-73.963152,6254630414,7779666003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401331,CENTRAL PK W/W 97 ST,40.792268,-73.964384,7086831274,7108199736,,,,,,7108033371,,,,,,,,,,,,,,,,,,,,,,,42436754,7108033371,
401333,CENTRAL PK W/W 94 ST,40.790108,-73.965963,7093620715,7123525301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401334,CENTRAL PK W/W 92 ST,40.788893,-73.966852,7093725099,7123525287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401335,CENTRAL PK W/W 90 ST,40.787619,-73.96777,6949740430,7123525299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401336,CENTRAL PK W/W 88 ST,40.786527,-73.968515,5306314428,7106818627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401337,CENTRAL PK W/W 86 ST,40.78504,-73.96969,3392519869,7106818624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401338,CENTRAL PK W/W 84 ST,40.78375,-73.970599,42435499,7784867926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401339,CENTRAL PK W/W 81 ST,40.781964,-73.971889,42446026,9170771794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401341,CENTRAL PK W/W 77 ST,40.779398,-73.973786,42446016,7104620813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401342,CENTRAL PK W/W 74 ST,40.777466,-73.97518,42439556,7784867894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401343,CENTRAL PK W/W 72 ST,40.776132,-73.976188,4207313537,7106318844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401344,CENTRAL PK W/W 70 ST,40.774837,-73.97716,42429682,7802856347,,,,,,,,,,,,,,,,,,,,,,,,,8780665881,7802856347,,,,,
401345,CENTRAL PK W/W 68 ST,40.773569,-73.978045,42431674,7802856364,,,,,,,,,,,,,,,,,,,,,,,,,5117991235,7802856364,,,,,
401348,BROADWAY/W 63 ST,40.770883,-73.982338,42445961,7515977400,,,,,,,,,,,42445961,7837165554,,,,,,,,,,,,,,,,,,,
401359,7 AV/W 37 ST,40.752568,-73.989494,,,,,,,,,,,,,42445908,8660596994,,,,,,,,,,,,,42430314,,,,,,
401360,7 AV/W 34 ST,40.750627,-73.99102,,,,,,,,,,,,,42445903,42435642,,,,,,,,,,,,,42428244,,,,,,
401361,7 AV/W 31 ST,40.74886,-73.992309,,,,,,,,,,,,,42445896,7699762582,,,,,,,,,,,,,42430292,,,,,,
401363,7 AV/W 28 ST,40.747035,-73.993637,,,,,,,,,,,,,42445888,42435633,,,,,,,,,,,,,42430282,,,,,,
401364,7 AV/W 25 ST,40.745177,-73.994994,,,,,,,,,,,,,42445879,42435629,,,,,,,,,,,,,42430274,,,,,,
401366,7 AV/W 20 ST,40.742028,-73.997286,,,,,,,,,,,,,42445879,42427381,,,,,,,,,,,,,7781112284,,,,,,
401371,7 AV S/WAVERLY PL,40.735235,-74.001999,,,,,,,,,,,,,42437949,4207862998,,,,,,,,,,,,,,,,,,,
401372,7 AV S/W 10 ST,40.73411,-74.002648,,,,,,,,,,,,,42437949,42436400,,,,,,,,,,,,,,,,,,,
401373,7 AV S/BARROW ST,40.732573,-74.003525,,,,,,,,,,,,,42437949,4207862996,,,,,,,,,,,,,,,,,,,
401374,7 AV S/BEDFORD ST,40.730467,-74.00473,,,,,,,,,,,,,42437949,8214320113,,,,,,,,,,,,,,,,,,,
401375,7 AV S/CLARKSON ST,40.729333,-74.005257,,,,,,,,,,,,,42437949,42436374,,,,,,,,,,,,,,,,,,,
401377,VARICK ST/CHARLTON ST,40.726861,-74.005711,,,,,,,,,,,,,42437949,8429031599,,,,,,,,,,,,,,,,,,,
401379,VARICK ST/WATTS ST,40.723663,-74.006267,,,,,,,,,,,,,42437949,4602429319,,,,,,,,,,,,,,,,,,,
401380,VARICK ST/NORTH MOORE ST,40.719658,-74.006955,,,,,,,,,,,,,42437949,8312344395,,,,,,,,,,,,,,,,,,,
401381,W BROADWAY/DUANE ST,40.716367,-74.008661,,,,,,,,,,,,,42437949,42436330,,,,,,,,,,,,,,,,,,,
401386,HUDSON ST/W 13 ST,40.740187,-74.005344,4597668018,,,,,,,,8262308681,,8262308681,,,,,,,,,,,,,,,,,,,,,,
401387,HUDSON ST/HORATIO ST,40.738853,-74.00559,4597668018,,,,,,,,8307463652,,8307463652,,,,,,,,,,,,,,,,,,,,,,
401388,HUDSON ST/W 12 ST,40.73767,-74.005766,4597668018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401393,BETHUNE ST/GREENWICH ST,40.736989,-74.006358,4597668018,,,,,,,,42436149,,,,,,,,,,,,,,,,,,,,,,,,
401398,10 AV/W 21 ST,40.746615,-74.004825,42445879,,,,,,,,42443674,,,,,,,,,,,,,,,,,,,,,,,,
401400,10 AV/W 25 ST,40.749222,-74.002905,4276517115,,,,,,,,42444928,,,,,,,,,,,,,,,,,,,,,,,,
401401,10 AV/W 27 ST,40.750041,-74.002353,42445885,,,,,,,,3254626250,,,,,,,,,,,,,,,,,,,,,,,,
401402,10 AV/W 30 ST,40.752373,-74.000606,42445896,,,,,,,,358448394,,,,,,,,,,,,,,,,,,,,,,,,
401407,10 AV/W 42 ST,40.759847,-73.995181,42445917,,,,,,,,42437368,,,,,,,,,,,,,,,,,,,,,,,,
401408,10 AV/W 45 ST,40.761749,-73.993798,42444043,,,,,,,,42432703,,,,,,,,,,,,,,,,,,,,,,,,
401409,10 AV/W 47 ST,40.763025,-73.992874,42445924,,,,,,,,8646554912,,,,,,,,,,,,,,,,,,,,,,,,
401410,10 AV/W 49 ST,40.764272,-73.991957,7788529741,,,,,,,,42432594,,,,,,,,,,,,,,,,,,,,,,,,
401411,10 AV/W 53 ST,40.766418,-73.990397,42436701,,,,,,,,1815133244,,,,,,,,,,,,,,,,,,,,,,,,
401412,10 AV/W 55 ST,40.768029,-73.989275,3977886857,,,,,,,,42440960,,,,,,,,3977886857,42440966,,,,,,,,,,,,,,,
401413,10 AV/W 57 ST,40.768926,-73.988563,42432825,,,,,,,,42445037,,,,,,,,,,,,,,,,,,,,,,,,
401414,AMSTERDAM AV/W 59 ST,40.770631,-73.987328,6188877008,,,,,,,,7515977393,,,,,,,,,,,,,,,,,,,,,,,,
401416,AMSTERDAM AV/W 62 ST,40.772642,-73.985836,42429971,,,,,,,,7373482576,,,,,,,,,,,,,,,,,,,,,,,,
401417,AMSTERDAM AV/W 65 ST,40.774341,-73.984619,42445972,,,,,,,,6173564360,,,,,,,,,,,,,,,,,,,,,,,,
401435,AMSTERDAM AV/W 106 ST,40.800697,-73.965394,6254630504,,,,,,,,42421737,,,,,,,,,,,,,,,,,,,,,,,,
401436,AMSTERDAM AV/W 109 ST,40.802566,-73.964024,7781090318,,,,,,,,7323390467,,,,,,,,,,,,,,,,,,,,,,,,
401438,AMSTERDAM AV/W 112 ST,40.804556,-73.962579,6270715276,,,,,,,,5689234155,,,,,,,,,,,,,,,,,,,,,,,,
401440,AMSTERDAM AV/W 116 ST,40.807099,-73.960724,42446164,,,,,,,,3907629310,,,,,,,,,,,,,,,,,,,,,,,,
401441,AMSTERDAM AV/W 118 ST,40.808353,-73.959809,42439486,,,,,,,,2308955220,,,,,,,,,,,,,,,,,,,,,,,,
401442,AMSTERDAM AV/W 120 ST,40.809585,-73.958906,42446169,,,,,,,,6916346823,,,,,,,,,,,,,,,,,,,,,,,,
401443,AMSTERDAM AV/W 123 ST,40.812268,-73.956884,42444453,,,,,,,,7598973478,,,,,,,,,,,,,,,,,,,,,,,,
401444,AMSTERDAM AV/W 125 ST,40.813745,-73.955868,8212384286,,,,,,,,42442586,,,,,,,,,,,,,,,,,,,,,,,,
401445,AMSTERDAM AV/W 126 ST,40.81434,-73.955492,8212384286,42435814,,42442589,,,42442589,,,,,,,,,,,,,,,,,,,,,,,,,,
401446,AMSTERDAM AV/W 129 ST,40.814996,-73.955014,8212384286,1905863520,,42442592,,,,,42442592,,,,,,,,,,,,,,,,,,,,,,,,
401447,AMSTERDAM AV/W 131 ST,40.816685,-73.953761,8212384286,42429538,,7124965415,,,,,7124965415,,,,,,,,,,,,,,,,,,,,,,,,
401448,AMSTERDAM AV/W 133 ST,40.81785,-73.952922,8212384286,42434113,,42434098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401453,HUDSON ST/CHRISTOPHER ST,40.733347,-74.00626,,,,,,,,,,,,,42437949,8288270319,,,,,,,,,,,,,,,,,,,
401458,AMSTERDAM AV/W 131 ST,40.816009,-73.954424,8212384286,5420927292,,42442596,,,,,42442596,,,,,,,,,,,,,,,,,,,,,,,,
401459,AMSTERDAM AV/W 129 ST,40.814859,-73.95525,8212384286,1905863520,,42442592,,,,,42442592,,,,,,,,,,,,,,,,,,,,,,,,
401462,AMSTERDAM AV/W 123 ST,40.811034,-73.958114,42446171,,,,,,,,6886295088,,,,,,,,,,,,,,,,,,,,,,,,
401463,AMSTERDAM AV/W 120 ST,40.809048,-73.959563,42443817,,,,,,,,7004347453,,,,,,,,,,,,,,,,,,,,,,,,
401464,AMSTERDAM AV/W 118 ST,40.807818,-73.960464,42439486,,,,,,,,8379835875,,,,,,,,,,,,,,,,,,,,,,,,
401465,AMSTERDAM AV/W 116 ST,40.806523,-73.961403,8807694450,,,,,,,,3907629309,,,,,,,,,,,,,,,,,,,,,,,,
401466,AMSTERDAM AV/W 114 ST,40.805286,-73.962307,6223478803,,,,,,,,1506445711,,,,,,,,,,,,,,,,,,,,,,,,
401467,AMSTERDAM AV/W 112 ST,40.804034,-73.963215,7096507178,,,,,,,,7618358570,,,,,,,,,,,,,,,,,,,,,,,,
401469,COLUMBUS AV/CATHEDRAL PY,40.801443,-73.961388,7781090318,,,,,,,,42443426,,,,,,,,,,,,,,,,,,,,,,,,
401470,COLUMBUS AV/W 108 ST,40.800309,-73.962213,6256725787,,,,,,,,42443413,,,,,,,,,,,,,,,,,,,,,,,,
401489,9 AV/W 59 ST,40.768953,-73.985086,6188877011,,,,,,,,42440934,,,,,,,,,,,,,,,,,,,,,,,,
401490,9 AV/W 57 ST,40.767674,-73.986043,42432825,,,,,,,,42445037,,,,,,,,,,,,,,,,,,,,,,,,
401491,9 AV/W 55 ST,40.766555,-73.986769,3977886857,,,,,,,,42440960,,,,,,,,,,,,,,,,,,,,,,,,
401492,9 AV/W 52 ST,40.764526,-73.988336,42445930,,,,,,,,42445027,,,,,,,,,,,,,,,,,,,,,,,,
401493,9 AV/W 50 ST,40.763294,-73.989235,42445928,,,,,,,,42440163,,,,,,,,,,,,,,,,,,,,,,,,
401495,9 AV/W 46 ST,40.760764,-73.99108,42434074,,,,,,,,42445018,,,,,,,,,,,,,,,,,,,,,,,,
401496,9 AV/W 44 ST,40.759839,-73.99172,42445920,,,,,,,,42443561,,,,,,,,,,,,,,,,,,,,,,,,
401497,9 AV/W 42 ST,40.758584,-73.992665,42445916,,,,,,,,42437368,,,,,,,,,,,,,,,,,,,,,,,,
401500,9 AV/W 35 ST,40.754199,-73.995867,42434948,,,,,,,,8660596974,,,,,,,,,,,,,,,,,,,,,,,,
401501,9 AV/W 34 ST,40.753153,-73.996625,7782216992,,,,,,,,8660596983,,,,,,,,,,,,,,,,,,,,,,,,
401502,9 AV/W 30 ST,40.750611,-73.998473,42445404,,,,,,,,9143542440,,,,,,,,,,,,,,,,,,,,,,,,
401503,9 AV/W 28 ST,40.749425,-73.999343,42445888,,,,,,,,5143758609,,,,,,,,,,,,,,,,,,,,,,,,
401506,9 AV/W 20 ST,40.744433,-74.002977,42445879,,,,,,,,42427386,,,,,,,,,,,,,,,,,,,,,,,,
401507,9 AV/W 18 ST,40.7432,-74.003816,42445879,,,,,,,,8310246377,,8310246377,,,,,,,,,,,,,,,,,,,,,,
401528,WEST ST/CHRISTOPHER ST,40.732847,-74.010081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4872777172,,,,
401529,W 10 ST/WASHINGTON ST,40.73331,-74.008708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8307641996,,,,
401531,W 10 ST/BLEECKER ST,40.734005,-74.004254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213204054,,,,
401532,W 10 ST/7 AV S,40.734228,-74.002587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679523598,,,,
401533,W 10 ST/WAVERLY PL,40.734489,-74.001021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320194261,,,,
401535,GREENWICH AV/CHRISTOPHER ST,40.734143,-73.999729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42432191,,,,
401536,W 8 ST/AV OF THE AMERICAS,40.733369,-73.999159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5690441977,,,,
401538,W 8 ST/5 AV,40.732336,-73.996709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8265964345,,,,
401542,ST MARKS PL/3 AV,40.729322,-73.989533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479250,,,,
401543,ST MARKS PL/2 AV,40.728611,-73.987848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42442857,,,,
401544,ST MARKS PL/1 AV,40.727381,-73.984926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479514,,,,
401545,ST MARKS PL/AV A,40.72672,-73.983353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216045804,,,,
401547,E 10 ST/AV A,40.727645,-73.981877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216045794,,,,
401548,E 10 ST/AV B,40.726672,-73.97959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4161568740,,,,
401549,E 10 ST/AV C,40.725667,-73.97722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479408,,,,
401552,E 10 ST/AV C,40.726046,-73.977844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479411,,,,
401553,E 10 ST/AV B,40.727049,-73.980214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216060114,,,,
401554,E 10 ST/AV A,40.727828,-73.982068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216045834,,,,
401555,E 9 ST/AV A,40.727464,-73.982999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216045841,,,,
401556,E 9 ST/1 AV,40.728392,-73.985207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479518,,,,
401557,E 9 ST/2 AV,40.729413,-73.987642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235738196,,,,
401558,E 9 ST/3 AV,40.730094,-73.989262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3919359655,,,,
401559,E 9 ST/4 AV,40.730549,-73.990323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234425018,,,,
401561,E 9 ST/UNIVERSITY PL,40.732356,-73.994609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309478873,,,,
401562,W 9 ST/5 AV,40.733089,-73.996367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8265964345,,,,
401563,W 9 ST/AV OF THE AMERICAS,40.734156,-73.99891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42421882,,,,
401564,CHRISTOPHER ST/GREENWICH AV,40.734113,-73.999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320194269,,,,
401565,CHRISTOPHER ST/WAVERLY PL,40.733747,-74.002197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4679523598,,,,
401566,CHRISTOPHER ST/7 AV S,40.733577,-74.003341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320028836,,,,
401567,CHRISTOPHER ST/BLEECKER ST,40.733369,-74.004694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4841945995,,,,
401568,CHRISTOPHER ST/HUDSON ST,40.733141,-74.006159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8288270318,,,,
401569,CHRISTOPHER ST/GREENWICH ST,40.732852,-74.007927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8307641997,,,,
401570,CHRISTOPHER ST/WASHINGTON ST,40.732666,-74.009067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8307641995,,,,
401575,W 14 ST/8 AV,40.739621,-74.002394,4597668018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401577,W 14 ST/6 AV,40.737093,-73.996431,4597668018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401579,E 14 ST/UNIVERSITY PL,40.735221,-73.991933,4597668018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401587,E 14 ST/AV C,40.728428,-73.975827,8309479631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401589,AV C/E 12 ST,40.726979,-73.976815,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479456,,
401591,E 10 ST/AV D,40.724868,-73.975315,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479446,,,,
401595,AV D/E 6 ST,40.722269,-73.977174,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401596,AV D/E 4 ST,40.721056,-73.978055,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401598,E HOUSTON ST/BARUCH DR,40.719096,-73.976883,,,,,,,,,,,,,42439249,,3783073263,,,,,,,,,,,,,,,,,,
401599,E HOUSTON ST/MANGIN ST,40.718835,-73.975614,42439249,,,,,,,,,,,,42439249,,42446398,,,,,,,,,,,,,,,,,,
401600,F. D. R. DRIVE/555 FDR DR,40.71675,-73.975842,5829753047,,,,,,,,,,,,42439249,,4300994888,,,,,,,,,,,,,,,,,,
401608,8 AV/BLEECKER ST,40.737379,-74.004929,4597668018,,,,,,,,,,,,42437949,8307463728,,,,,,,,,,,,,,,,,,,
401609,8 AV/W 4 ST,40.738597,-74.003533,,,,,,,,,,,,,42437949,6211332476,,,,,,,,,,,,,,,,,,,
401610,AV A/E 11 ST,40.728215,-73.982068,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401612,AV A/E 5 ST,40.724575,-73.984651,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401624,COLUMBIA ST/RIVINGTON ST,40.71778,-73.979762,5152337873,,,,,,,,,,,,42439249,,3783071243,,,,,,,,,,,,,,,,,,
401625,AV D/E HOUSTON ST,40.72009,-73.97855,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401626,AV D/E 5 ST,40.722118,-73.977073,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401630,AV C/E 12 ST,40.727333,-73.976332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8309479455,,
401633,E 14 ST/AV C,40.72861,-73.975909,8309479631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401657,AV A/E 5 ST,40.7251,-73.984118,42439249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401659,AV A/E 11 ST,40.728676,-73.981509,3919359296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401660,AV A/E 14 ST,40.729975,-73.980567,8309479624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401664,WATER ST/BROAD ST,40.703036,-74.010834,42427324,,,,,,,,,,,42429844,,,,,,,,,,,,,,,,,,,,,
401665,WATER ST/OLD SLIP,40.704274,-74.00849,42427324,,,,,,,,,,,42429844,,,,,,,,,,,,,,,,,,,,,
401666,WATER ST/WALL ST,40.705287,-74.007109,42427324,,,,,,,,,,,42429844,,,,,,,,,,,,,,,,,,,,,
401669,PEARL ST/PECK SLIP,40.708968,-74.002171,42427324,,,,,,,,,,,5362212155,,,,,,,,,,,,,,,,,,,,,
401670,ST JAMES PL/R F WAGNER SR PL,40.710594,-74.000752,42427324,,,,,,,,,,,5708198395,42439249,,,1773055865,,,,,,,,,,,,,,,,,
401675,PIKE ST/DIVISION ST,40.714303,-73.992468,42427324,,,,,,,,,,,7480301985,,,,,,,,,,,,,,,,,,,,,
401679,ALLEN ST/DELANCEY ST,40.719558,-73.989999,5152337872,,,,,,,,,,,5854381568,,,,,,,,,,,,,,,,,,,,,
401681,ALLEN ST/STANTON ST,40.721896,-73.988839,5829753046,,,,,,,,,,,5854381562,,,,,,,,,,,,,,,,,,,,,
401682,1 AV/E 2 ST,40.723561,-73.988177,42421927,,,,,,,,,,,7977873317,,,,,,,,,,,,,,,,,,,,,
401685,1 AV/ST MARKS PL,40.727823,-73.985061,42439249,,,,,,,,,,,8309479524,,,,,,,,,,,,,,,,,,,,,
401686,1 AV/E 11 ST,40.729636,-73.983733,8309479631,,,,,,,,,,,8309479282,,,,,,,,,,,,,,,,,,,,,
401687,1 AV/E 14 ST,40.732122,-73.981946,8309479693,,,,,,,,,,,4298757061,,,,,,,,,,,,,,,,,,,,,
401688,1 AV/E 17 ST,40.733155,-73.981188,8309479693,,,,,,,,,,,4298757081,,,,,,,,,,,,,,,,,,,,,
401689,1 AV/E 20 ST,40.735109,-73.979751,42439203,,,,,,,,,,,3601295765,,,,,,,,,,,,,,,,,,,,,
401690,1 AV/E 23 ST,40.737053,-73.978368,42448693,,,,,,,,,,,3601295762,,,,,,,,,,,,,,,,,,,,,
401691,1 AV/E 25 ST,40.738501,-73.977296,42456555,,,,,,,,,,,5007384476,,,,,,,,,,,,,,,,,,,,,
401694,1 AV/E 31 ST,40.741957,-73.974808,42456555,,,,,,,,,,,3839412209,,,,,,,,,,,,,,,,,,,,,
401696,1 AV/E 36 ST,40.745324,-73.972349,42445908,,,,,,,,,,,8838680408,,,,,,,,,,,,,,,,,,,,,
401697,1 AV/E 39 ST,40.747191,-73.970988,42445651,,,,,,,,,,,3569749098,,,,,,,,,,,,,,,,,,,,,
401698,1 AV/E 42 ST,40.749251,-73.969332,42445916,,,,,,,,,,,595105472,,,,,,,,,,,,,,,,,,,,,
401699,1 AV/E 45 ST,40.750665,-73.968409,42444043,,,,,,,,,,,3569749119,,,,,,,,,,,,,,,,,,,,,
401701,1 AV/MITCHELL PL,40.753591,-73.966311,7788529741,,,,,,,,,,,6133355290,,,,,,,,,,,,,,,,,,,,,
401702,1 AV/E 52 ST,40.755395,-73.964983,42445930,,,,,,,,,,,42452882,,,,,,,,,,,,,,,,,,,,,
