stop_id,stop_name,stop_lat,stop_lon,M1,M10,M100,M101,M102,M103,M104,M106,M11,M116,M12,M15,M2,M20,M21,M22,M3,M31,M35,M4,M42,M5,M50,M55,M57,M66,M7,M72,M8,M86,M9,M96,M98
402188,E 49 ST/MADISON AV,40.75744,-73.976217,,,,,,,,,,,,,,,,,,,,,,42430356,42445928,,,,,,,,,,
402189,W 49 ST/5 AV,40.758113,-73.978021,,,,,,,,,,,,,,,,,,,,,,42430356,6814895823,,,,,,,,,,
402191,W 49 ST/AV OF THE AMERICAS,40.759503,-73.981121,,,,,,,,,,,,,,,,,,,,,,42430356,42430358,,,,,,,,,,
402194,W 49 ST/9 AV,40.763033,-73.989557,,,,,,,,,,,,,,,,,,,,,,42430356,42440163,,,,,,,,,,
402195,W 49 ST/10 AV,40.7641,-73.991985,,,,,,,,,,,,,,,,,,,,,,1695371036,42440170,,,,,,,,,,
402205,W 57 ST/11 AV,40.77023,-73.991334,42432825,,,,,,,,,,42430745,,,,,,,,,,,7515977396,,,42430745,,,,,,,,
402214,E 57 ST/LEXINGTON AV,40.760727,-73.968725,,,,,,,,,,,,,,,,,42432825,42432847,,,,42430384,,,42432847,,,,,,,,
402215,E 57 ST/3 AV,40.75991,-73.966804,,,,,,,,,,,,,,,,,42432825,6680686985,,,,42430384,,,6680686985,,,,,,,,
402216,E 57 ST/2 AV,40.759086,-73.96486,,,,,,,,,,,,,,,,,42432825,42423564,,,,42430384,,,42423564,,,,,,,,
402217,E 57 ST/1 AV,40.758095,-73.962478,,,,,,,,,,,,,,,,,42432825,2711029280,,,,,,,,,,,,,,,
402218,E 57 ST/SUTTON PL,40.757658,-73.961488,,,,,,,,,,,,,,,,,42432825,7248638331,,,,,,,,,,,,,,,
402221,E 55 ST/1 AV,40.756998,-73.963634,,,,,,,,,,,,,,,,,,,,,,42430375,,,42448390,,,,,,,,
402222,E 57 ST/1 AV,40.758562,-73.963301,,,,,,,,,,,,,,,,,42432825,6263094844,,,,42430384,,,6263094844,,,,,,,,
402223,E 57 ST/2 AV,40.75957,-73.965679,,,,,,,,,,,,,,,,,42432825,42432861,,,,42430384,,,42432861,,,,,,,,
402224,E 57 ST/3 AV,40.760521,-73.967931,,,,,,,,,,,,,,,,,42432825,42432856,,,,42430384,,,42432856,,,,,,,,
402228,W 57 ST/5 AV,40.763167,-73.974327,,,,,,,,,,,,,,,,,42432825,42432818,,,,42430384,,,42432818,,,,,,,,
402229,W 57 ST/AV OF THE AMERICAS,40.764577,-73.977639,,,,,,,,,,,,,,,,,42432825,42430384,,,,42430384,,,42430384,,,,,,,,
402233,W 57 ST/9 AV,40.768068,-73.985902,42432825,,,,,,,,,,42445037,,,,,,42432825,42445037,,,,1695371036,,,42445037,,,,,,,,
402269,W 72 ST/CENTRAL PK W,40.776206,-73.976177,,,,,,,,,,,,,,,,,,,,,,,,,,,8780668418,7106318837,,,,,
402290,E 72 ST/MADISON AV,40.771502,-73.964994,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,4207313538,,,,,
402292,E 72 ST/LEXINGTON AV,40.770268,-73.962107,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587894,,,,,
402293,E 72 ST/3 AV,40.769518,-73.960284,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587900,,,,,
402295,E 72 ST/1 AV,40.767672,-73.955852,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587907,,,,,
402296,E 72 ST/YORK AV,40.76695,-73.954116,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,6670244836,,,,,
402298,E 72 ST/1 AV,40.768049,-73.956372,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587905,,,,,
402299,E 72 ST/2 AV,40.769046,-73.958721,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587901,,,,,
402300,E 72 ST/3 AV,40.769996,-73.960984,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587898,,,,,
402301,E 72 ST/LEXINGTON AV,40.770658,-73.962551,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,3562587893,,,,,
402303,E 72 ST/MADISON AV,40.77179,-73.965247,,,,,,,,,,,,,,,,,,,,,,,,,,,42430394,4207313538,,,,,
402328,SUTTON PL/SUTTON SQ,40.75826,-73.959957,,,,,,,,,,,,,,,,,6188877010,4918486736,,,,,,,,,,,,,,,
402330,YORK AV/E 63 ST,40.761483,-73.95757,,,,,,,,,,,,,,,,,42431650,4918486929,,,,,,,,,,,,,,,
402331,YORK AV/E 66 ST,40.763333,-73.95624,,,,,,,,,,,,,,,,,42445976,4999169390,,,,,,,,,,,,,,,
402334,YORK AV/E 72 ST,40.767166,-73.95344,,,,,,,,,,,,,,,,,4207313542,6877054643,,,,,,,,,,,,,,,
402336,YORK AV/E 76 ST,40.769679,-73.951606,,,,,,,,,,,,,,,,,42446013,6689923816,,,,,,,,,,,,,,,
402338,YORK AV/E 82 ST,40.773596,-73.948771,,,,,,,,,,,,,,,,,42439392,7834024334,,,,,,,,,,,,,,,
402339,YORK AV/E 84 ST,40.774863,-73.947842,,,,,,,,,,,,,,,,,42435499,7834025580,,,,,,,,,,,,,,,
402345,YORK AV/E 86 ST,40.775777,-73.947318,,,,,,,,,,,,,,,,,42429324,7834025567,,,,,,,,,,,,,,,
402346,YORK AV/E 84 ST,40.774314,-73.948386,,,,,,,,,,,,,,,,,42446031,7834024305,,,,,,,,,,,,,,,
402347,YORK AV/E 82 ST,40.773109,-73.949262,,,,,,,,,,,,,,,,,42439392,7834024290,,,,,,,,,,,,,,,
402348,YORK AV/E 79 ST,40.771081,-73.950753,,,,,,,,,,,,,,,,,42436913,7102342429,,,,,,,,,,,,,,,
402349,YORK AV/E 77 ST,40.769815,-73.951645,,,,,,,,,,,,,,,,,42446016,6689923797,,,,,,,,,,,,,,,
402351,YORK AV/E 72 ST,40.766595,-73.954011,,,,,,,,,,,,,,,,,4207313537,4207313499,,,,,,,,,,,,,,,
402355,YORK AV/E 64 ST,40.761551,-73.957684,,,,,,,,,,,,,,,,,42431650,4918486929,,,,,,,,,,,,,,,
402446,5 AV/W 58 ST,40.763251,-73.973803,,,,,,,,,,,,,,,,,,,,,,42430384,,,,,,,,,,,
402458,LEXINGTON AV/E 125 ST,40.80458,-73.937417,,,,,,,,,,,,,,,,,42434377,,42444457,,,,,,,,,,,,,,
402460,E 124 ST/3 AV,40.803051,-73.936515,,,,,,,,,,,,,,,,,42434377,,42444457,,,,,,,,,,,,,,
402461,E 124 ST/2 AV,40.802148,-73.934477,,,,,,,,,,,,,,,,,42434377,,42423170,,,,,,,,,,,,,,
402498,E 126 ST/2 AV,40.80367,-73.933538,,,,,,,,,,,,,,,,,42434377,,7926724575,,,,,,,,,,,,,,
402502,E 125 ST/3 AV,40.803935,-73.936221,42444453,42435805,,42444458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402503,E 125 ST/LEXINGTON AV,40.804584,-73.937761,42444453,42435805,,42444457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402504,E 125 ST/PARK AV,40.805301,-73.939475,42444453,42435805,,596776654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402505,E 125 ST/MADISON AV,40.805979,-73.940999,42444453,42435805,,42444453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402506,W 125 ST/5 AV,40.806367,-73.941908,42444453,42435805,,42444452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402507,W 125 ST/MALCOLM X BL,40.808026,-73.945964,42444453,42435805,,3099326120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402508,W 125 ST/ADAM C POWELL BL,40.809228,-73.948781,42444453,42435805,,5266458360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402509,W 125 ST/FRED DOUGLASS BL,40.810402,-73.951598,42444453,42435805,,42435805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402510,W 125 ST/ST NICHOLAS AV,40.811005,-73.953007,42444453,42435805,,8225869606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402512,W 125 ST/AMSTERDAM AV,40.813269,-73.956121,8212384286,4888388399,,42442584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402517,AMSTERDAM AV/W 135 ST,40.819316,-73.95184,8212384286,42435850,,42442604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402518,AMSTERDAM AV/W 138 ST,40.821041,-73.950578,42439924,5378413082,,42435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402519,AMSTERDAM AV/W 140 ST,40.822402,-73.949594,42439924,7594452129,,42442613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402520,AMSTERDAM AV/W 143 ST,40.824241,-73.94826,42439924,8008242710,,42442621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402521,AMSTERDAM AV/W 145 ST,40.825615,-73.947231,42439924,8008242726,,42442625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402526,AMSTERDAM AV/W 155 ST,40.831683,-73.942827,42439924,8008242813,,42442651,,,,,,,,,,,,,42442651,,,,,,,,,,,,,,,,
402535,BROADWAY/W 173 ST,40.844953,-73.938676,,,,,,,,,,,,,,,,,,,,,,7694273190,,,,,,,,,,,
402634,3 AV/E 31 ST,40.743707,-73.979544,42445896,42428329,,4234425052,4234425052,4234425052,,,,,,,,,,,,,,,,,,,,,,,,,,,
402638,AMSTERDAM AV/W 158 ST,40.833351,-73.941776,42439924,42425758,,42442659,,,,,,,,,,,,,42442659,,,,,,,,,,,,,,,,
402639,AMSTERDAM AV/W 156 ST,40.831932,-73.942813,42439924,8008242813,,748726612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402641,AMSTERDAM AV/W 152 ST,40.829745,-73.944372,42439924,8008242785,,42442642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402642,AMSTERDAM AV/W 150 ST,40.82806,-73.945613,42439924,42435880,,42434340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402643,AMSTERDAM AV/W 148 ST,40.826908,-73.946446,42439924,8008242743,,42439213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402644,AMSTERDAM AV/W 145 ST,40.824949,-73.947888,42439924,8008242718,,42434262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402645,AMSTERDAM AV/W 143 ST,40.823629,-73.948866,42439924,8008242766,,42438292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402646,AMSTERDAM AV/W 140 ST,40.821716,-73.950244,42439924,5378420476,,42442609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402647,AMSTERDAM AV/W 138 ST,40.820487,-73.95113,8212384286,42435852,,42435940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402653,W 125 ST/AMSTERDAM AV,40.812602,-73.955693,42434122,4888388399,,7598970691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402656,W 125 ST/ST NICHOLAS AV,40.810526,-73.952174,42444453,42435805,,42432929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402657,W 125 ST/FRED DOUGLASS BL,40.809908,-73.950705,42444453,42435805,,42435805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402658,W 125 ST/ADAM C POWELL BL,40.8087,-73.947836,42444453,42435805,,5266458361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402659,W 125 ST/MALCOLM X  BL,40.807514,-73.945026,42444453,42435805,,42453246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402660,E 125 ST/5 AV,40.806201,-73.941853,42444453,42435805,,42444452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402661,E 125 ST/MADISON AV,40.805533,-73.940296,42444453,42435805,,42444453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402662,E 125 ST/PARK AV,40.804799,-73.938583,42444453,42435805,,42444456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402666,COOPER SQ/E 6 ST,40.728395,-73.990611,42439249,42428329,,,,8309479199,,,,,,,,,,,,,,,,,,,,,,,,,,,
402670,3 AV/E 17 ST,40.735511,-73.985465,42437280,42428329,,42437283,42437283,42437283,,,,,,,,,,,,,,,,,,,,,,,,,,,
402673,3 AV/E 26 ST,40.741067,-73.981419,42456555,42428329,,42449918,42449918,42449918,,,,,,,,,,,,,,,,,,,,,,,,,,,
402674,3 AV/E 29 ST,40.742894,-73.980105,42456555,42428329,,4234425017,4234425017,4234425017,,,,,,,,,,,,,,,,,,,,,,,,,,,
402677,3 AV/E 37 ST,40.747988,-73.97637,42445910,42428329,,5254378183,5254378183,5254378183,,,,,,,,,,,,,,,,,,,,,,,,,,,
402678,3 AV/E 39 ST,40.749176,-73.975519,42445914,42428329,,42449942,42449942,42449942,,,,,,,,,,,,,,,,,,,,,,,,,,,
402679,3 AV/E 42 ST,40.751085,-73.974122,42445916,42428329,,42449947,42449947,42449947,,,,,,,,,,,,,,,,,,,,,,,,,,,
402680,3 AV/E 45 ST,40.752407,-73.973161,42444043,42428329,,42444051,42444051,42444051,,,,,,,,,,,,,,,,,,,,,,,,,,,
402681,3 AV/E 47 ST,40.754234,-73.97185,42445924,42428329,,42448813,42448813,42448813,,,,,,,,,,,,,,,,,,,,,,,,,,,
402682,3 AV/E 50 ST,40.755505,-73.970922,7788529741,42428329,,42449956,42449956,42449956,,,,,,,,,,,,,,,,,,,,,,,,,,,
402687,3 AV/E 65 ST,40.765599,-73.963509,42445976,7802856360,,5542680310,5542680310,5542680310,,,,,,,,,,,,,,,,,,,,,,,,,,,
402688,3 AV/E 67 ST,40.767113,-73.962513,42431674,7802856368,,6670248394,6670248394,6670248394,,,,,,,,,,,,,,,,,,,,,,,,,42436754,,3278932316
402689,3 AV/E 69 ST,40.768112,-73.961718,42429682,7802856374,,42429690,42429690,42429690,,,,,,,,,,,,,,,,,,,,,,,,,,,
402691,3 AV/E 75 ST,40.771857,-73.959001,42430052,7784867900,,42430063,42430063,42430063,,,,,,,,,,,,,,,,,,,,,,,,,,,
402692,3 AV/E 77 ST,40.773208,-73.95799,42446016,7104620786,,42446472,42446472,42446472,,,,,,,,,,,,,,,,,,,,,,,,,,,
402694,3 AV/E 82 ST,40.776582,-73.955559,42446031,7784867914,,42448238,42448238,42448238,,,,,,,,,,,,,,,,,,,,,,,,,,,
402696,3 AV/E 88 ST,40.780478,-73.952701,5306314421,7106818627,,7134855845,7134855845,7134855845,,,,,,,,,,,,,,,,,,,,,,,,,,,
402697,3 AV/E 91 ST,40.782258,-73.951426,6270714163,7123525330,,6214889041,6214889041,6214889041,,,,,,,,,,,,,,,,,,,,,,,,,,,
402704,3 AV/E 109 ST,40.793765,-73.943005,7781090318,42435346,,7777321712,7777321712,7777321712,,,,,,,,,,,,,,,,,,,,,,,,,,,
402705,3 AV/E 112 ST,40.795775,-73.941518,6270715276,42431207,,7924346600,7924346600,7924346600,,,,,,,,,,,,,,,,,,,,,,,,,,,
402707,3 AV/E 118 ST,40.799578,-73.938718,42435211,4708064890,,42435231,,42435231,,,,,,,,,,,,,,,,,,,,,,,,,,,
402723,W 125 ST/MORNINGSIDE AV,40.811402,-73.954184,42444453,42435805,,42440144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402740,AMSTERDAM AV/W 171 ST,40.841978,-73.935267,42439924,42425758,,6836035760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402741,AMSTERDAM AV/W 173 ST,40.84312,-73.934443,42439924,42425758,,8723021872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402744,AMSTERDAM AV/W 179 ST,40.847008,-73.931612,42439924,42425758,,42442733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402745,AMSTERDAM AV/W 181 ST,40.848358,-73.930616,42439924,42425758,,42442738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402748,AMSTERDAM AV/W 187 ST,40.852204,-73.927829,42439924,42425758,,8740550835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402749,AMSTERDAM AV/W 190 ST,40.853927,-73.926552,42439924,42425758,,42442770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402753,BOWERY/BAYARD ST,40.715391,-73.996465,42427324,42428329,,,,541467364,,,,,,,,,,,,,,,,,,,,,,,,,,,
402755,BOWERY/GRAND ST,40.718788,-73.994542,8231927643,42428329,,,,7641718020,,,,,,,,,,,,,,,,,,,,,,,,,,,
402757,BOWERY/DELANCEY ST,40.720748,-73.993726,5152337873,42428329,,,,8231909723,,,,,,,,,,,,,,,,,,,,,,,,,,,
402760,BOWERY/E HOUSTON ST,40.72392,-73.992585,5829753047,42428329,,,,5829779494,,,,,,,,,,,,,,,,,,,,,,,,,,,
402762,BOWERY/E 3 ST,40.726723,-73.991525,5481937335,42428329,,,,8309479115,,,,,,,,,,,,,,,,,,,,,,,,,,,
402764,AMSTERDAM AV/W 188 ST,40.852241,-73.927959,42439924,42425758,,8740550835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402766,AMSTERDAM AV/W 184 ST,40.849558,-73.929899,42439924,42425758,,42438186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402767,AMSTERDAM AV/W 181 ST,40.848228,-73.930845,42439924,42425758,,42442734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402769,AMSTERDAM AV/W 178 ST,40.845883,-73.932601,42439924,42425758,,8723021852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402772,AMSTERDAM AV/W 172 ST,40.842043,-73.935378,42439924,42425758,,6836035760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402773,AMSTERDAM AV/W 170 ST,40.840658,-73.936399,42439924,42425758,,6836035783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402774,AMSTERDAM AV/W 168 ST,40.839549,-73.937226,42439924,42425758,,6836035772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402805,LEXINGTON AV/E 122 ST,40.802094,-73.939144,42446169,42435785,,42450080,,42450080,,,,,,,,,,,,,,,,,,,,,,,,,,,
402809,LEXINGTON AV/E 114 ST,40.797178,-73.942746,6223478803,42435755,,5764773007,5764773007,5764773007,,,,,,,,,,,,,,,,,,,,,,,,,,,
402811,LEXINGTON AV/E 110 ST,40.794544,-73.944667,6900706753,42435346,,7924346987,7924346987,7924346987,,,,,,,,,,,,,,,,,,,,,,,,,,,
402816,LEXINGTON AV/E 100 ST,40.78827,-73.949209,6254630443,7779666003,,6190264266,6190264266,6190264266,,,,,,,,,,,,,,,,,,,,,,,,,,,
402819,LEXINGTON AV/E 94 ST,40.784406,-73.952025,7093620715,7123525301,,6181479993,6181479993,6181479993,,,,,,,,,,,,,,,,,,,,,,,,,,,
402826,LEXINGTON AV/E 79 ST,40.774868,-73.959032,42446021,3248774449,,42450015,42450015,42450015,,,,,,,,,,,,,,,,,,,,,,,,,42436754,,42447105
402829,LEXINGTON AV/E 74 ST,40.771396,-73.961556,42438791,7784867886,,42438800,42438800,42438800,,,,,,,,,,,,,,,,,,,,,,,,,,,
402831,LEXINGTON AV/E 70 ST,40.768759,-73.96348,42445994,7802856374,,42449991,42449991,42449991,,,,,,,,,,,,,,,,,,,,,,,,,,,
402835,LEXINGTON AV/E 62 ST,40.763812,-73.967079,42436511,42428329,,42449982,42449982,42449982,,,,,,,,,,,,,,,,,,,,,,,,,,,
402838,LEXINGTON AV/E 56 ST,40.76012,-73.969776,42443612,42428329,,42443615,42443615,42443615,,,,,,,,,,,,,,,,,,,,,,,,,,,
402841,LEXINGTON AV/E 49 ST,40.755518,-73.973132,42445926,42428329,,42448813,42448813,42448813,,,,,,,,,,,,,,,,,,,,,,,,,,,
402842,LEXINGTON AV/E 47 ST,40.754284,-73.974034,42434074,42428329,,42434087,42434087,42434087,,,,,,,,,,,,,,,,,,,,,,,,,,,
402843,LEXINGTON AV/E 45 ST,40.753095,-73.974905,42444043,42428329,,42444051,42444051,42444051,,,,,,,,,,,,,,,,,,,,,,,,,,,
402845,LEXINGTON AV/E 40 ST,40.749766,-73.977317,42445651,42428329,,42445661,42445661,42445661,,,,,,,,,,,,,,,,,,,,,,,,,,,
402846,LEXINGTON AV/E 37 ST,40.748387,-73.978325,42445909,42428329,,42449685,42449685,42449685,,,,,,,,,,,,,,,,,,,,,,,,,,,
402851,LEXINGTON AV/E 28 ST,40.742375,-73.982721,42456555,42428329,,42446275,42446275,42446275,,,,,,,,,,,,,,,,,,,,,,,,,,,
402852,LEXINGTON AV/E 26 ST,40.741117,-73.983648,42456555,42428329,,42429896,42429896,42429896,,,,,,,,,,,,,,,,,,,,,,,,,,,
402854,3 AV/E 23 ST,40.738982,-73.983129,42448693,42428329,,42448701,42448701,42448701,,,,,,,,,,,,,,,,,,,,,,,,,,,
402856,3 AV/E 17 ST,40.73487,-73.986103,3670742479,42428329,,42449890,42449890,42449890,,,,,,,,,,,,,,,,,,,,,,,,,,,
402857,5 AV/W 13 ST,40.735713,-73.993952,4597668018,,,,,,,,,,,,4597668018,,,,4597668018,,,,,42451674,,8310246317,,,,,,,,,
402858,3 AV/E 11 ST,40.730973,-73.988946,8309479624,42428329,,8309479615,8309479615,8309479615,,,,,,,,,,,,,,,,,,,,,,,,,,,
402862,BOWERY/BLEECKER ST,40.725346,-73.992211,42421927,42428329,,,,8309479087,,,,,,,,,,,,,,,,,,,,,,,,,,,
402863,BOWERY/E HOUSTON ST,40.723756,-73.992907,5829753046,42428329,,,,5829779494,,,,,,,,,,,,,,,,,,,,,,,,,,,
402864,BOWERY/PRINCE ST,40.722055,-73.993513,2154628332,42428329,,,,8231909748,,,,,,,,,,,,,,,,,,,,,,,,,,,
402865,BOWERY/KENMARE ST,40.720035,-73.994296,42427327,42428329,,,,1773076513,,,,,,,,,,,,,,,,,,,,,,,,,,,
402867,BOWERY/GRAND ST,40.718135,-73.995079,42427324,42428329,,,,7641718026,,,,,,,,,,,,,,,,,,,,,,,,,,,
402868,BOWERY/CANAL ST,40.715915,-73.996422,42427324,42428329,,,,4160368840,,,,,,,,,,,,,,,,,,,,,,,,,,,
402869,BOWERY/BAYARD ST,40.714772,-73.9971,42427324,42428329,,,,4625620212,,,,,,,,,,,,,,,,,,,,,,,,,,,
402870,PARK ROW/WORTH ST,40.713411,-73.998961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4158810015,,
403036,WEST END AV/W 72 ST,40.779534,-73.98481,,,,,,,,,,,,,,,,,,,,,,42431004,,,42431004,,1061531491,42431004,,,,,
403037,WEST END AV/W 69 ST,40.777468,-73.986337,,,,,,,,,,,,,,,,,,,,,,42431004,,,6841543645,,,,,,,,
403038,WEST END AV/W 66 ST,40.77618,-73.987276,,,,,,,,,,,,,,,,,,,,,,8780665915,,,5707949012,,,,,,,,
403047,CENTRAL PK S/AVE OF THE AMERICAS,40.765655,-73.976441,,,,,,,,,,,,,,,,,,,,,,7830685371,,,,,,,,,,,
403076,WEST END AV/W 66 ST,40.776334,-73.986857,,,,,,,,,,,,,,,,,,,,,,1061531608,,,3371304327,,,,,,,,
403103,BROADWAY/W 73 ST,40.779589,-73.981517,42438791,7784867886,,,,,5115916406,,,,,,,,,,,,,,,,,,,,,,,,,,
403104,BROADWAY/W 75 ST,40.781301,-73.981021,42446013,7784867908,,,,,8727756105,,,,,,,,,,,,,,,,,,,,,,,,,,
403105,BROADWAY/W 77 ST,40.782726,-73.980497,42436913,7104620786,,,,,2047267755,,,,,,,,,,,,,,,,,,,,,,,,,,
403106,BROADWAY/W 79 ST,40.784084,-73.979583,42446021,3248774449,,,,,8709392070,,,,,,,,,,,,,,,,,,,,,,,,,,
403107,BROADWAY/W 82 ST,40.785994,-73.978167,42439392,7784867914,,,,,8709397324,,,,,,,,,,,,,,,,,,,,,,,,,,
403108,BROADWAY/W 84 ST,40.787215,-73.977214,42435499,7784867925,,,,,7182103209,,,,,,,,,,,,,,,,,,,,,,,,,,
403109,BROADWAY/W 86 ST,40.788533,-73.976086,3392519870,2539225339,,,,,8699239248,,,,,,,,,,,,,,,,,,,,,,,,,,
403110,BROADWAY/W 88 ST,40.789801,-73.975114,5306314421,42421993,,,,,8699239297,,,,,,,,,,,,,,,,,,,,,,,,,,
403111,BROADWAY/W 91 ST,40.791669,-73.973745,7093725099,7123525330,,,,,8687853806,,,,,,,,,,,,,,,,,,,,,,,,,,
403112,BROADWAY/W 93 ST,40.792967,-73.972806,7093620715,7123525315,,,,,1061531790,,,,,,,,,,,,,,,,,,,,,,,,,,
403114,BROADWAY/W 99 ST,40.796724,-73.970048,6254630414,7779666003,,,,,1061531730,,,,,,,,,,,,,,,,,,,,,,,,,,
403115,BROADWAY/W 101 ST,40.798143,-73.968924,6254630470,42435333,,,,,1061531802,,,,,,,,,,,,,,,,,,,,,,,,,,
403116,BROADWAY/W 103 ST,40.79932,-73.968241,4969073760,7801840675,,,,,1061531815,,,,,,,,,,,,,,,,,,,,,,,,,,
403118,BROADWAY/W 108 ST,40.803132,-73.967242,7781090322,42452290,,,,,595314104,,,,,,,,,,,,,,,,,,,,,,,,,,
403119,BROADWAY/CATHEDRAL PY,40.804269,-73.96635,6900706762,3247295579,,,,,3579432156,,,,,,,,,,,,,,,,,,,,,,,,,,
403122,BROADWAY/W 116 ST,40.80799,-73.963751,42446161,42435763,,,,,1506445762,,,,,,,,,,,,,1506445762,,,,,,,,,,,,,
403125,BROADWAY/W 122 ST,40.812034,-73.960739,3023173318,5481863725,,,,,6886295101,,,,,,,,,,,,,6886295101,,,,,,,,,,,,,
403126,BROADWAY/LA SALLE ST,40.813972,-73.959307,8212384286,42435805,,,,,7598688540,,,,,,,,,,,,,7598688540,,,,,,,,,,,,,
403127,BROADWAY/TIEMANN PL,40.814923,-73.95853,8212384286,42435810,,,,,7598688552,,,,,,,,,,,,,7598688552,,,,,,,,,,,,,
403132,AV OF THE AMERICAS/W 50 ST,40.759771,-73.980381,,,,,,,,,,,,,,,,,,,,,,42430358,,,,,42430358,,,,,,
403139,MORNINGSIDE AV/W 125 ST,40.811475,-73.95402,42444453,42435805,,,,,42440144,,,,,,,,,,,,,,,,,,,,,,,,,,
403142,BROADWAY/TIEMANN PL,40.815025,-73.959043,8212384286,42435810,,,,,7598641858,,,,,,,,,,,,,42428858,,,,,,,,,,,,,
403144,BROADWAY/LA SALLE ST,40.813736,-73.959961,8212384286,42435805,,,,,561035342,,,,,,,,,,,,,,,,,,,,,,,,,,
403145,BROADWAY/W 122 ST,40.811738,-73.961462,42445183,6431058183,,,,,1506599378,,,,,,,,,,,,,1506591534,,,,,,,,,,,,,
403147,BROADWAY/W 116 ST,40.807957,-73.96422,8807694450,42435763,,,,,7004416676,,,,,,,,,,,,,7004416696,,,,,,,,,,,,,
403148,BROADWAY/W 114 ST,40.806645,-73.965164,7523953831,42435755,,,,,561035335,,,,,,,,,,,,,42428814,,,,,,,,,,,,,
403149,BROADWAY/W 112 ST,40.805377,-73.966071,7096507178,3247295579,,,,,561035333,,,,,,,,,,,,,42428799,,,,,,,,,,,,,
403150,BROADWAY/CATHEDRAL PY,40.804085,-73.967018,6900706753,3247295579,,,,,3579432156,,,,,,,,,,,,,,,,,,,,,,,,,,
403151,BROADWAY/W 108 ST,40.803163,-73.967726,6256723731,42452290,,,,,595314104,,,,,,,,,,,,,,,,,,,,,,,,,,
403152,BROADWAY/W 106 ST,40.800986,-73.96811,6270715188,3602679383,,,,,1061531654,,,,,,,,,,,,,,,,,,,,,,,,,,
403153,BROADWAY/W 104 ST,40.799738,-73.968497,42436610,7784826638,,,,,1061531496,,,,,,,,,,,,,,,,,,,,,,,,,,
403154,BROADWAY/W 102 ST,40.798434,-73.969289,6254630470,42435333,,,,,1061531802,,,,,,,,,,,,,,,,,,,,,,,,,,
