stop_id,stop_name,stop_lat,stop_lon,M1,M10,M100,M101,M102,M103,M104,M106,M11,M116,M12,M15,M191,M2,M20,M21,M22,M3,M31,M35,M4,M42,M5,M50,M55,M57,M66,M7,M72,M8,M9,M96
401056,MALCOLM X BL/W 137 ST,40.81575,-73.939483,,,,,POINT (-73.939532 40.81576999999984),,,,,,,,,,,,,,,,,,,,,,,POINT (-73.939532 40.81576999999984),,,,
401069,MALCOLM X BL/W 135 ST,40.813711,-73.94132,,,,,POINT (-73.941243 40.81367899999982),,,,,,,,,,,,,,,,,,,,,,,POINT (-73.941243 40.81367899999982),,,,
401070,MALCOLM X BL/W 132 ST,40.811953,-73.942601,,,,,POINT (-73.942537 40.81192499999984),,,,,,,,,,,,,,,,,,,,,,,POINT (-73.942537 40.81192499999984),,,,
401074,MALCOLM X BL/W 122 ST,40.805595,-73.947252,,,,,POINT (-73.947176 40.80556299999984),,,,,,,,,,,,,,,,,,,,,,,POINT (-73.947176 40.80556299999984),,,,
401078,W 116 ST/ST NICHOLAS AV,40.803561,-73.953097,,,,,,,,,,POINT (-73.95316700000001 40.80346799999985),,,,,,,,,,,,,,,,,,POINT (-73.95316700000001 40.80346799999985),,,,
401079,W 116 ST/FRED DOUGLASS BL,40.804421,-73.955141,,,,,,,,,,POINT (-73.955201 40.80433999999984),,,,,,,,,,,,,,,,,,POINT (-73.955201 40.80433999999984),,,,
401084,MANHATTAN AV/W 108 ST,40.799754,-73.960764,,,,,,,,,,POINT (-73.960691 40.79972399999984),,,,,,,,,,,,,,,,,,POINT (-73.960691 40.79972399999984),,,,
401085,MANHATTAN AV/W 106 ST,40.798802,-73.961459,,,,,,,,,,POINT (-73.961389 40.79877299999983),,,,,,,,,,,,,,,,,,POINT (-73.961389 40.79877299999983),,,,
401086,COLUMBUS AV/W 106 ST,40.798915,-73.963235,,,,,,,,,POINT (-73.963142 40.79887699999985),,,,,,,,,,,,,,,,,,,POINT (-73.963142 40.79887699999985),,,,
401087,COLUMBUS AV/W 102 ST,40.797415,-73.96432,,,,,,,,,POINT (-73.964236 40.79737899999982),,,,,,,,,,,,,,,,,,,POINT (-73.964236 40.79737899999982),,,,
401088,COLUMBUS AV/W 100 ST,40.795065,-73.966047,,,,,,,,,POINT (-73.965963 40.79502899999983),,,,,,,,,,,,,,,,,,,POINT (-73.965963 40.79502899999983),,,,
401090,COLUMBUS AV/W 94 ST,40.791289,-73.96879,,,,,,,,,POINT (-73.968711 40.79125599999984),,,,,,,,,,,,,,,,,,,POINT (-73.968711 40.79125599999984),,,,
401091,COLUMBUS AV/W 92 ST,40.790024,-73.969719,,,,,,,,,POINT (-73.96964000000001 40.78998999999986),,,,,,,,,,,,,,,,,,,POINT (-73.96964000000001 40.78998999999986),,,,
401092,COLUMBUS AV/W 89 ST,40.788158,-73.971085,,,,,,,,,POINT (-73.971006 40.78812499999984),,,,,,,,,,,,,,,,,,,POINT (-73.971006 40.78812499999984),,,,
401093,COLUMBUS AV/W 86 ST,40.786185,-73.97253,,,,,,,,,POINT (-73.972461 40.78615499999981),,,,,,,,,,,,,,,,,,,POINT (-73.972461 40.78615499999981),,,,
401094,COLUMBUS AV/W 84 ST,40.784895,-73.973466,,,,,,,,,POINT (-73.97338499999999 40.78486199999984),,,,,,,,,,,,,,,,,,,POINT (-73.97338499999999 40.78486199999984),,,,
401096,COLUMBUS AV/W 78 ST,40.780996,-73.976309,,,,,,,,,POINT (-73.97623900000001 40.78096599999986),,,,,,,,,,,,,,,,,,,POINT (-73.97623900000001 40.78096599999986),,,,
401099,COLUMBUS AV/W 72 ST,40.777085,-73.97916,,,,,,,,,POINT (-73.97912700000001 40.77707099999985),,,,,,,,,,,,,,,,,,,POINT (-73.97912700000001 40.77707099999985),,,,
401100,COLUMBUS AV/W 69 ST,40.775251,-73.980548,,,,,,,,,POINT (-73.980475 40.77522199999983),,,,,,,,,,,,,,,,,,,POINT (-73.980475 40.77522199999983),,,,
401139,GRAND ST/CLINTON ST,40.715758,-73.986415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401140,GRAND ST/PITT ST,40.715164,-73.984467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401141,GRAND ST/EAST BROADWAY,40.714594,-73.982301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401142,GRAND ST/JACKSON ST,40.71408,-73.980611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401147,GRAND ST/COLUMBIA ST,40.714486,-73.981455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401149,GRAND ST/PITT ST,40.715328,-73.984449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401150,GRAND ST/CLINTON ST,40.716095,-73.986873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401168,E BROADWAY/FORSYTH ST,40.713675,-73.994096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.99410300000001 40.71371699999984),
401169,E BROADWAY/PIKE ST,40.713808,-73.99265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.992654 40.71383899999985),
401182,E 14 ST/AV B,40.729403,-73.977825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401183,E 14 ST/AV A,40.730403,-73.980261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401191,E 14 ST/3 AV,40.733008,-73.986729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401192,E 14 ST/2 AV,40.732083,-73.984535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401193,E 14 ST/1 AV,40.731086,-73.982172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401194,E 14 ST/AV A,40.730341,-73.980297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401195,E 14 ST/AV B,40.72942,-73.978171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401202,ESSEX ST/E HOUSTON ST,40.721859,-73.986612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.986512 40.72182899999984),
401206,ESSEX ST/GRAND ST,40.716867,-73.989185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.98909 40.71684199999983),
401208,E BROADWAY/PIKE ST,40.713947,-73.992385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.992373 40.71386099999983),
401209,E BROADWAY/MARKET ST,40.71373,-73.995011,,,,,,,,,,,,,,,,,POINT (-73.995 40.71364699999983),,,,,,,,,,,,,,POINT (-73.995 40.71364699999983),
401210,E BROADWAY/CATHERINE ST,40.71351,-73.997626,,,,,,,,,,,,,,,,,POINT (-73.997636 40.71344899999983),,,,,,,,,,,,,,POINT (-73.997636 40.71344899999983),
401220,HUDSON ST/PERRY ST,40.735435,-74.005921,,,,,,,,,,,,,,,POINT (-74.006015 40.73544399999986),,,,,,,,,,,,,,,,,
401223,8 AV/W 14 ST,40.739885,-74.002263,,,,,,,,,,,,,,,POINT (-74.00238299999999 40.73993399999984),,,,,,,,,,,,,,,,,
401224,8 AV/W 17 ST,40.741899,-74.000808,,,,,,,,,,,,,,,POINT (-74.00091600000002 40.74194499999985),,,,,,,,,,,,,,,,,
401225,8 AV/W 20 ST,40.743642,-73.999538,,,,,,,,,,,,,,,POINT (-73.99964300000001 40.74368599999984),,,,,,,,,,,,,,,,,
401226,8 AV/W 23 ST,40.745586,-73.998123,,,,,,,,,,,,,,,POINT (-73.99822500000001 40.74562899999984),,,,,,,,,,,,,,,,,
401227,8 AV/W 25 ST,40.746845,-73.997203,,,,,,,,,,,,,,,POINT (-73.99730699999999 40.74688899999987),,,,,,,,,,,,,,,,,
401229,8 AV/W 28 ST,40.748684,-73.995864,,,,,,,,,,,,,,,POINT (-73.99596700000001 40.74872699999985),,,,,,,,,,,,,,,,,
401231,8 AV/W 34 ST,40.752329,-73.993258,,,,,,,,,,,,,,,POINT (-73.99332800000001 40.75235799999984),,,,,,,,,,,,,,,,,
401232,8 AV/W 37 ST,40.75396,-73.992034,,,,,,,,,,,,,,,POINT (-73.992136 40.75400199999984),,,,,,,,,,,,,,,,,
401239,8 AV/W 52 ST,40.763788,-73.984867,,,,,,,POINT (-73.98495200000001 40.76382299999982),,,,,,,,POINT (-73.98495200000001 40.76382299999982),,,,,,,,,,,,,,,,,
401245,CENTRAL PK W/W 67 ST,40.772641,-73.978424,,POINT (-73.97852900000001 40.77269199999984),,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.97852900000001 40.77269199999984),,,
401248,CENTRAL PK W/W 72 ST,40.776516,-73.975596,,POINT (-73.97569399999999 40.77655799999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401250,CENTRAL PK W/W 77 ST,40.779818,-73.97319,,POINT (-73.973283 40.77985699999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401252,CENTRAL PK W/W 82 ST,40.782564,-73.971263,,POINT (-73.97121899999999 40.78270199999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401253,CENTRAL PK W/W 84 ST,40.784035,-73.970126,,POINT (-73.97021700000001 40.78407399999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401254,CENTRAL PK W/W 87 ST,40.78585,-73.96887,,POINT (-73.968839 40.78597199999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401255,CENTRAL PK W/W 88 ST,40.786848,-73.968059,,POINT (-73.96816400000002 40.78689299999982),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401256,CENTRAL PK W/W 90 ST,40.788071,-73.967205,,POINT (-73.967279 40.78810199999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401257,CENTRAL PK W/W 92 ST,40.789324,-73.966253,,POINT (-73.966356 40.78936699999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401258,CENTRAL PK W/W 94 ST,40.790539,-73.965364,,POINT (-73.965464 40.79058099999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401259,CENTRAL PK W/W 97 ST,40.792222,-73.964215,,POINT (-73.96427200000001 40.79222099999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401261,CENTRAL PK W/W 100 ST,40.794507,-73.962472,,POINT (-73.96258 40.79455199999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401262,CENTRAL PK W/W 102 ST,40.79575,-73.961561,,POINT (-73.96166700000001 40.79579399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401263,CENTRAL PK W/W 104 ST,40.797034,-73.960632,,POINT (-73.960728 40.79707499999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401264,CENTRAL PK W/W 106 ST,40.798297,-73.959714,,POINT (-73.95980900000001 40.79833599999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401265,CENTRAL PK W/W 108 ST,40.799706,-73.958746,,POINT (-73.958834 40.79966999999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401267,FRED DOUGLASS BL/W 111 ST,40.801444,-73.957433,,POINT (-73.957511 40.80147699999981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401268,FRED DOUGLASS BL/W 113 ST,40.802747,-73.956482,,POINT (-73.95656099999999 40.80277999999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401269,FRED DOUGLASS BL/W 116 ST,40.804742,-73.955025,,POINT (-73.955102 40.80477499999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401270,FRED DOUGLASS BL/W 119 ST,40.806378,-73.953887,,POINT (-73.95392199999999 40.80639299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401271,FRED DOUGLASS BL/W 121 ST,40.807445,-73.953051,,POINT (-73.95312900000002 40.80747799999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401272,FRED DOUGLASS BL/W 123 ST,40.809069,-73.951847,,POINT (-73.95194000000001 40.80910899999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401274,FRED DOUGLASS BL/W 127 ST,40.811747,-73.949887,,POINT (-73.94998199999999 40.81178699999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401275,FRED DOUGLASS BL/W 129 ST,40.812894,-73.949048,,POINT (-73.94914799999999 40.81293999999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401276,FRED DOUGLASS BL/W 131 ST,40.81414,-73.948137,,POINT (-73.948235 40.81418199999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401277,FRED DOUGLASS BL/W 133 ST,40.815432,-73.94719,,POINT (-73.94729100000001 40.81547499999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401281,FRED DOUGLASS BL/W 141 ST,40.820541,-73.943464,,POINT (-73.943535 40.82061399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401282,FRED DOUGLASS BL/W 143 ST,40.821759,-73.942574,,POINT (-73.94266400000001 40.82179699999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401286,FRED DOUGLASS BL/W 153 ST,40.82813,-73.937918,,POINT (-73.938018 40.82817099999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401287,FRED DOUGLASS BL/W 155 ST,40.829277,-73.937054,,POINT (-73.937136 40.82931299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401288,FRED DOUGLASS BL/W 158 ST,40.831209,-73.935693,,POINT (-73.935732 40.83122399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401294,W 14 ST/7 AV,40.738287,-73.999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.99922700000002 40.73834899999983),,,,
401301,HUDSON ST/CHARLTON ST,40.727185,-74.007248,,,,,,,,,,,,,,,POINT (-74.00736500000001 40.72718899999985),,,,,,,,,,,,,,,,,
401302,HUDSON ST/W HOUSTON ST,40.728924,-74.00704,,,,,,,,,,,,,,,POINT (-74.007094 40.72892699999985),,,,,,,,,,,,,,,,,
401305,FRED DOUGLASS BL/W 155 ST,40.829091,-73.937451,,POINT (-73.937347 40.82904199999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401306,FRED DOUGLASS BL/W 154 ST,40.828306,-73.938048,,POINT (-73.93795 40.82826599999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401307,FRED DOUGLASS BL/W 152 ST,40.827019,-73.938993,,POINT (-73.93888699999999 40.82697399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401308,FRED DOUGLASS BL/W 150 ST,40.825949,-73.939723,,POINT (-73.939651 40.82591799999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401310,FRED DOUGLASS BL/W 145 ST,40.822522,-73.942285,,POINT (-73.94217399999999 40.82247699999981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401311,FRED DOUGLASS BL/W 142 ST,40.820659,-73.943641,,POINT (-73.94355899999999 40.82058099999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401312,FRED DOUGLASS BL/W 140 ST,40.819419,-73.944553,,POINT (-73.94444300000001 40.81937199999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401313,FRED DOUGLASS BL/W 138 ST,40.818185,-73.94545,,POINT (-73.94534200000001 40.81813799999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401314,FRED DOUGLASS BL/W 135 ST,40.816206,-73.946889,,POINT (-73.946788 40.81616299999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401315,FRED DOUGLASS BL/W 133 ST,40.814919,-73.947829,,POINT (-73.947726 40.81487599999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401317,FRED DOUGLASS BL/W 129 ST,40.812828,-73.949339,,POINT (-73.94925600000001 40.81279899999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401324,FRED DOUGLASS BL/W 112 ST,40.801644,-73.957505,,POINT (-73.957415 40.80160599999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401325,FRED DOUGLASS BL/CATHEDRAL PY,40.800938,-73.957992,,POINT (-73.957925 40.80090999999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401326,CENTRAL PK W/W 108 ST,40.799136,-73.959367,,POINT (-73.95925699999999 40.79908899999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401327,CENTRAL PK W/W 106 ST,40.798131,-73.960068,,POINT (-73.95998300000001 40.79809599999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401328,CENTRAL PK W/W 104 ST,40.79651,-73.961272,,POINT (-73.961174 40.79646799999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401329,CENTRAL PK W/W 102 ST,40.795276,-73.96219,,POINT (-73.96208 40.79522799999987),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401330,CENTRAL PK W/W 100 ST,40.79395,-73.963152,,POINT (-73.963049 40.79390799999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401331,CENTRAL PK W/W 97 ST,40.792268,-73.964384,,POINT (-73.96427200000001 40.79222099999984),,,,,,POINT (-73.96427200000001 40.79222099999984),,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.96427200000001 40.79222099999984)
401333,CENTRAL PK W/W 94 ST,40.790108,-73.965963,,POINT (-73.965847 40.79005899999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401334,CENTRAL PK W/W 92 ST,40.788893,-73.966852,,POINT (-73.96673699999999 40.78884399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401335,CENTRAL PK W/W 90 ST,40.787619,-73.96777,,POINT (-73.967663 40.78757399999981),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401336,CENTRAL PK W/W 88 ST,40.786527,-73.968515,,POINT (-73.96845 40.78649999999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401337,CENTRAL PK W/W 86 ST,40.78504,-73.96969,,POINT (-73.96955699999999 40.78498399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401338,CENTRAL PK W/W 84 ST,40.78375,-73.970599,,POINT (-73.97048599999999 40.78370199999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401339,CENTRAL PK W/W 81 ST,40.781964,-73.971889,,POINT (-73.971789 40.78192299999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401341,CENTRAL PK W/W 77 ST,40.779398,-73.973786,,POINT (-73.973663 40.77934499999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401342,CENTRAL PK W/W 74 ST,40.777466,-73.97518,,POINT (-73.975076 40.77742299999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401343,CENTRAL PK W/W 72 ST,40.776132,-73.976188,,POINT (-73.97605300000001 40.77607299999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401344,CENTRAL PK W/W 70 ST,40.774837,-73.97716,,POINT (-73.977007 40.77477099999985),,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.977007 40.77477099999985),,,
401345,CENTRAL PK W/W 68 ST,40.773569,-73.978045,,POINT (-73.977926 40.77351799999984),,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.977926 40.77351799999984),,,
401348,BROADWAY/W 63 ST,40.770883,-73.982338,,POINT (-73.982252 40.77088299999983),,,,,,,,,,,,,POINT (-73.982252 40.77088299999983),,,,,,,,,,,,,,,,,
401359,7 AV/W 37 ST,40.752568,-73.989494,,,,,,,,,,,,,,,POINT (-73.989435 40.75254399999984),,,,,,,,,,,,,POINT (-73.989435 40.75254399999984),,,,
401360,7 AV/W 34 ST,40.750627,-73.99102,,,,,,,,,,,,,,,POINT (-73.990897 40.75057199999983),,,,,,,,,,,,,POINT (-73.990897 40.75057199999983),,,,
401361,7 AV/W 31 ST,40.74886,-73.992309,,,,,,,,,,,,,,,POINT (-73.992182 40.74880599999983),,,,,,,,,,,,,POINT (-73.992182 40.74880599999983),,,,
401363,7 AV/W 28 ST,40.747035,-73.993637,,,,,,,,,,,,,,,POINT (-73.993516 40.74698499999983),,,,,,,,,,,,,POINT (-73.993516 40.74698499999983),,,,
401364,7 AV/W 25 ST,40.745177,-73.994994,,,,,,,,,,,,,,,POINT (-73.99488000000001 40.74512699999985),,,,,,,,,,,,,POINT (-73.99488000000001 40.74512699999985),,,,
401366,7 AV/W 20 ST,40.742028,-73.997286,,,,,,,,,,,,,,,POINT (-73.99717800000001 40.74198399999983),,,,,,,,,,,,,POINT (-73.99717800000001 40.74198399999983),,,,
401371,7 AV S/WAVERLY PL,40.735235,-74.001999,,,,,,,,,,,,,,,POINT (-74.001891 40.73519999999986),,,,,,,,,,,,,,,,,
401372,7 AV S/W 10 ST,40.73411,-74.002648,,,,,,,,,,,,,,,POINT (-74.002533 40.73407199999984),,,,,,,,,,,,,,,,,
401373,7 AV S/BARROW ST,40.732573,-74.003525,,,,,,,,,,,,,,,POINT (-74.003438 40.73254299999985),,,,,,,,,,,,,,,,,
401374,7 AV S/BEDFORD ST,40.730467,-74.00473,,,,,,,,,,,,,,,POINT (-74.00461899999999 40.73042999999983),,,,,,,,,,,,,,,,,
401375,7 AV S/CLARKSON ST,40.729333,-74.005257,,,,,,,,,,,,,,,POINT (-74.00520899999999 40.72931199999984),,,,,,,,,,,,,,,,,
401377,VARICK ST/CHARLTON ST,40.726861,-74.005711,,,,,,,,,,,,,,,POINT (-74.005606 40.72683699999983),,,,,,,,,,,,,,,,,
401379,VARICK ST/WATTS ST,40.723663,-74.006267,,,,,,,,,,,,,,,POINT (-74.00609900000001 40.72369199999984),,,,,,,,,,,,,,,,,
401380,VARICK ST/NORTH MOORE ST,40.719658,-74.006955,,,,,,,,,,,,,,,POINT (-74.00683000000001 40.71964599999985),,,,,,,,,,,,,,,,,
401381,W BROADWAY/DUANE ST,40.716367,-74.008661,,,,,,,,,,,,,,,POINT (-74.00857499999999 40.71632899999982),,,,,,,,,,,,,,,,,
401386,HUDSON ST/W 13 ST,40.740187,-74.005344,,,,,,,,,POINT (-74.005268 40.74018099999984),,POINT (-74.005268 40.74018099999984),,,,,,,,,,,,,,,,,,,,,
401387,HUDSON ST/HORATIO ST,40.738853,-74.00559,,,,,,,,,POINT (-74.005475 40.73883199999985),,POINT (-74.005475 40.73883199999985),,,,,,,,,,,,,,,,,,,,,
401388,HUDSON ST/W 12 ST,40.73767,-74.005766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401393,BETHUNE ST/GREENWICH ST,40.736989,-74.006358,,,,,,,,,POINT (-74.00635200000001 40.73694199999983),,,,,,,,,,,,,,,,,,,,,,,
401398,10 AV/W 21 ST,40.746615,-74.004825,,,,,,,,,POINT (-74.00491700000001 40.74665299999984),,,,,,,,,,,,,,,,,,,,,,,
401400,10 AV/W 25 ST,40.749222,-74.002905,,,,,,,,,POINT (-74.003028 40.74927399999983),,,,,,,,,,,,,,,,,,,,,,,
401401,10 AV/W 27 ST,40.750041,-74.002353,,,,,,,,,POINT (-74.00244499999999 40.75007999999985),,,,,,,,,,,,,,,,,,,,,,,
401402,10 AV/W 30 ST,40.752373,-74.000606,,,,,,,,,POINT (-74.000739 40.75242899999984),,,,,,,,,,,,,,,,,,,,,,,
401407,10 AV/W 42 ST,40.759847,-73.995181,,,,,,,,,POINT (-73.99527900000001 40.75988899999984),,,,,,,,,,,,,,,,,,,,,,,
401408,10 AV/W 45 ST,40.761749,-73.993798,,,,,,,,,POINT (-73.993888 40.76178699999986),,,,,,,,,,,,,,,,,,,,,,,
401409,10 AV/W 47 ST,40.763025,-73.992874,,,,,,,,,POINT (-73.992965 40.76306299999983),,,,,,,,,,,,,,,,,,,,,,,
401410,10 AV/W 49 ST,40.764272,-73.991957,,,,,,,,,POINT (-73.992063 40.76431799999984),,,,,,,,,,,,,,,,,,,,,,,
401411,10 AV/W 53 ST,40.766418,-73.990397,,,,,,,,,POINT (-73.990494 40.76645799999984),,,,,,,,,,,,,,,,,,,,,,,
401412,10 AV/W 55 ST,40.768029,-73.989275,,,,,,,,,POINT (-73.989328 40.76805199999984),,,,,,,,,,POINT (-73.989328 40.76805199999984),,,,,,,,,,,,,
401413,10 AV/W 57 ST,40.768926,-73.988563,,,,,,,,,POINT (-73.98865699999999 40.76896599999984),,,,,,,,,,,,,,,,,,,,,,,
401414,AMSTERDAM AV/W 59 ST,40.770631,-73.987328,,,,,,,,,POINT (-73.98741600000001 40.77066699999982),,,,,,,,,,,,,,,,,,,,,,,
401416,AMSTERDAM AV/W 62 ST,40.772642,-73.985836,,,,,,,,,POINT (-73.985951 40.77268899999984),,,,,,,,,,,,,,,,,,,,,,,
401417,AMSTERDAM AV/W 65 ST,40.774341,-73.984619,,,,,,,,,POINT (-73.984723 40.77438499999983),,,,,,,,,,,,,,,,,,,,,,,
401435,AMSTERDAM AV/W 106 ST,40.800697,-73.965394,,,,,,,,,POINT (-73.96547700000001 40.80073299999984),,,,,,,,,,,,,,,,,,,,,,,
401436,AMSTERDAM AV/W 109 ST,40.802566,-73.964024,,,,,,,,,POINT (-73.964122 40.80260599999983),,,,,,,,,,,,,,,,,,,,,,,
401438,AMSTERDAM AV/W 112 ST,40.804556,-73.962579,,,,,,,,,POINT (-73.962673 40.80459599999984),,,,,,,,,,,,,,,,,,,,,,,
401440,AMSTERDAM AV/W 116 ST,40.807099,-73.960724,,,,,,,,,POINT (-73.960832 40.80714599999985),,,,,,,,,,,,,,,,,,,,,,,
401441,AMSTERDAM AV/W 118 ST,40.808353,-73.959809,,,,,,,,,POINT (-73.9599 40.80838999999985),,,,,,,,,,,,,,,,,,,,,,,
401442,AMSTERDAM AV/W 120 ST,40.809585,-73.958906,,,,,,,,,POINT (-73.958995 40.80962499999983),,,,,,,,,,,,,,,,,,,,,,,
401443,AMSTERDAM AV/W 123 ST,40.812268,-73.956884,,,,,,,,,POINT (-73.957026 40.81232699999984),,,,,,,,,,,,,,,,,,,,,,,
401444,AMSTERDAM AV/W 125 ST,40.813745,-73.955868,,,,,,,,,POINT (-73.95594100000001 40.81377499999984),,,,,,,,,,,,,,,,,,,,,,,
401445,AMSTERDAM AV/W 126 ST,40.81434,-73.955492,,,,POINT (-73.955536 40.81435699999984),,,POINT (-73.955536 40.81435699999984),,,,,,,,,,,,,,,,,,,,,,,,,
401446,AMSTERDAM AV/W 129 ST,40.814996,-73.955014,,,,POINT (-73.955062 40.81501599999983),,,,,POINT (-73.955062 40.81501599999983),,,,,,,,,,,,,,,,,,,,,,,
401447,AMSTERDAM AV/W 131 ST,40.816685,-73.953761,,,,POINT (-73.953828 40.81671399999984),,,,,POINT (-73.953828 40.81671399999984),,,,,,,,,,,,,,,,,,,,,,,
401448,AMSTERDAM AV/W 133 ST,40.81785,-73.952922,,,,POINT (-73.952979 40.81787299999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
401453,HUDSON ST/CHRISTOPHER ST,40.733347,-74.00626,,,,,,,,,,,,,,,POINT (-74.006351 40.73335499999983),,,,,,,,,,,,,,,,,
401458,AMSTERDAM AV/W 131 ST,40.816009,-73.954424,,,,POINT (-73.954363 40.81598299999985),,,,,POINT (-73.954363 40.81598299999985),,,,,,,,,,,,,,,,,,,,,,,
401459,AMSTERDAM AV/W 129 ST,40.814859,-73.95525,,,,POINT (-73.95519499999999 40.81483499999985),,,,,POINT (-73.95519499999999 40.81483499999985),,,,,,,,,,,,,,,,,,,,,,,
401462,AMSTERDAM AV/W 123 ST,40.811034,-73.958114,,,,,,,,,POINT (-73.95800600000001 40.81098999999983),,,,,,,,,,,,,,,,,,,,,,,
401463,AMSTERDAM AV/W 120 ST,40.809048,-73.959563,,,,,,,,,POINT (-73.959458 40.80900299999985),,,,,,,,,,,,,,,,,,,,,,,
