stop_id,stop_name,stop_lat,stop_lon,M1,M10,M100,M101,M102,M103,M104,M106,M11,M116,M12,M15,M191,M2,M20,M21,M22,M3,M31,M35,M4,M42,M5,M50,M55,M57,M66,M7,M72,M8,M9,M96
402334,YORK AV/E 72 ST,40.767166,-73.95344,,,,,,,,,,,,,,,,,,,POINT (-73.953497 40.76718999999984),,,,,,,,,,,,,
402336,YORK AV/E 76 ST,40.769679,-73.951606,,,,,,,,,,,,,,,,,,,POINT (-73.95166100000002 40.76970199999983),,,,,,,,,,,,,
402338,YORK AV/E 82 ST,40.773596,-73.948771,,,,,,,,,,,,,,,,,,,POINT (-73.948808 40.77361099999983),,,,,,,,,,,,,
402339,YORK AV/E 84 ST,40.774863,-73.947842,,,,,,,,,,,,,,,,,,,POINT (-73.947884 40.77488099999985),,,,,,,,,,,,,
402345,YORK AV/E 86 ST,40.775777,-73.947318,,,,,,,,,,,,,,,,,,,POINT (-73.947248 40.77574599999984),,,,,,,,,,,,,
402346,YORK AV/E 84 ST,40.774314,-73.948386,,,,,,,,,,,,,,,,,,,POINT (-73.948319 40.77428599999985),,,,,,,,,,,,,
402347,YORK AV/E 82 ST,40.773109,-73.949262,,,,,,,,,,,,,,,,,,,POINT (-73.949196 40.77308099999984),,,,,,,,,,,,,
402348,YORK AV/E 79 ST,40.771081,-73.950753,,,,,,,,,,,,,,,,,,,POINT (-73.950678 40.77104999999984),,,,,,,,,,,,,
402349,YORK AV/E 77 ST,40.769815,-73.951645,,,,,,,,,,,,,,,,,,,POINT (-73.951594 40.76979399999983),,,,,,,,,,,,,
402351,YORK AV/E 72 ST,40.766595,-73.954011,,,,,,,,,,,,,,,,,,,POINT (-73.953953 40.76656999999985),,,,,,,,,,,,,
402355,YORK AV/E 64 ST,40.761551,-73.957684,,,,,,,,,,,,,,,,,,,POINT (-73.957622 40.76150199999984),,,,,,,,,,,,,
402446,5 AV/W 58 ST,40.763251,-73.973803,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.97376199999999 40.76323299999984),,,,,,,,,
402458,LEXINGTON AV/E 125 ST,40.80458,-73.937417,,,,,,,,,,,,,,,,,,,,POINT (-73.93729499999999 40.80452999999984),,,,,,,,,,,,
402460,E 124 ST/3 AV,40.803051,-73.936515,,,,,,,,,,,,,,,,,,,,POINT (-73.936488 40.80308799999985),,,,,,,,,,,,
402461,E 124 ST/2 AV,40.802148,-73.934477,,,,,,,,,,,,,,,,,,,,POINT (-73.934433 40.80220699999986),,,,,,,,,,,,
402498,E 126 ST/2 AV,40.80367,-73.933538,,,,,,,,,,,,,,,,,,,,POINT (-73.933571 40.80362399999984),,,,,,,,,,,,
402502,E 125 ST/3 AV,40.803935,-73.936221,,,,POINT (-73.93625899999999 40.80388299999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402503,E 125 ST/LEXINGTON AV,40.804584,-73.937761,,,,POINT (-73.937798 40.80453299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402504,E 125 ST/PARK AV,40.805301,-73.939475,,,,POINT (-73.939511 40.80525299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402505,E 125 ST/MADISON AV,40.805979,-73.940999,,,,POINT (-73.94104800000001 40.80591199999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402506,W 125 ST/5 AV,40.806367,-73.941908,,,,POINT (-73.94195699999999 40.80630099999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402507,W 125 ST/MALCOLM X BL,40.808026,-73.945964,,,,POINT (-73.945998 40.80797899999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402508,W 125 ST/ADAM C POWELL BL,40.809228,-73.948781,,,,POINT (-73.94882 40.80917399999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402509,W 125 ST/FRED DOUGLASS BL,40.810402,-73.951598,,,,POINT (-73.95163000000001 40.81035899999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402510,W 125 ST/ST NICHOLAS AV,40.811005,-73.953007,,,,POINT (-73.953041 40.81095899999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402512,W 125 ST/AMSTERDAM AV,40.813269,-73.956121,,,,POINT (-73.95616800000001 40.81324599999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402517,AMSTERDAM AV/W 135 ST,40.819316,-73.95184,,,,POINT (-73.951899 40.81933999999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402518,AMSTERDAM AV/W 138 ST,40.821041,-73.950578,,,,POINT (-73.95063399999999 40.82106499999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402519,AMSTERDAM AV/W 140 ST,40.822402,-73.949594,,,,POINT (-73.94964899999999 40.82242499999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402520,AMSTERDAM AV/W 143 ST,40.824241,-73.94826,,,,POINT (-73.948319 40.82426699999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402521,AMSTERDAM AV/W 145 ST,40.825615,-73.947231,,,,POINT (-73.94730300000001 40.82564499999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402526,AMSTERDAM AV/W 155 ST,40.831683,-73.942827,,,,POINT (-73.942897 40.83171199999983),,,,,,,,,,,,,,POINT (-73.942897 40.83171199999983),,,,,,,,,,,,,,
402535,BROADWAY/W 173 ST,40.844953,-73.938676,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.938774 40.84496599999984),,,,,,,,,
402634,3 AV/E 31 ST,40.743707,-73.979544,,,,POINT (-73.979575 40.74371999999984),POINT (-73.979575 40.74371999999984),POINT (-73.979575 40.74371999999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402638,AMSTERDAM AV/W 158 ST,40.833351,-73.941776,,,,POINT (-73.941698 40.83331799999984),,,,,,,,,,,,,,POINT (-73.941698 40.83331799999984),,,,,,,,,,,,,,
402639,AMSTERDAM AV/W 156 ST,40.831932,-73.942813,,,,POINT (-73.942756 40.83190799999981),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402641,AMSTERDAM AV/W 152 ST,40.829745,-73.944372,,,,POINT (-73.94431899999999 40.82972299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402642,AMSTERDAM AV/W 150 ST,40.82806,-73.945613,,,,POINT (-73.945554 40.82803399999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402643,AMSTERDAM AV/W 148 ST,40.826908,-73.946446,,,,POINT (-73.94639000000001 40.82688399999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402644,AMSTERDAM AV/W 145 ST,40.824949,-73.947888,,,,POINT (-73.94782600000001 40.82492299999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402645,AMSTERDAM AV/W 143 ST,40.823629,-73.948866,,,,POINT (-73.948813 40.82360699999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402646,AMSTERDAM AV/W 140 ST,40.821716,-73.950244,,,,POINT (-73.95017900000001 40.82168899999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402647,AMSTERDAM AV/W 138 ST,40.820487,-73.95113,,,,POINT (-73.951075 40.82046299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402653,W 125 ST/AMSTERDAM AV,40.812602,-73.955693,,,,POINT (-73.95564300000001 40.81262599999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402656,W 125 ST/ST NICHOLAS AV,40.810526,-73.952174,,,,POINT (-73.952139 40.81057299999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402657,W 125 ST/FRED DOUGLASS BL,40.809908,-73.950705,,,,POINT (-73.950671 40.80995399999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402658,W 125 ST/ADAM C POWELL BL,40.8087,-73.947836,,,,POINT (-73.947804 40.80874399999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402659,W 125 ST/MALCOLM X  BL,40.807514,-73.945026,,,,POINT (-73.94498900000001 40.80756699999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402660,E 125 ST/5 AV,40.806201,-73.941853,,,,POINT (-73.941822 40.80624299999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402661,E 125 ST/MADISON AV,40.805533,-73.940296,,,,POINT (-73.940265 40.80557599999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402662,E 125 ST/PARK AV,40.804799,-73.938583,,,,POINT (-73.938551 40.80484399999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402666,COOPER SQ/E 6 ST,40.728395,-73.990611,,,,,,POINT (-73.990706 40.72843399999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402670,3 AV/E 17 ST,40.735511,-73.985465,,,,POINT (-73.985534 40.73553999999984),POINT (-73.985534 40.73553999999984),POINT (-73.985534 40.73553999999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402673,3 AV/E 26 ST,40.741067,-73.981419,,,,POINT (-73.981488 40.74109499999985),POINT (-73.981488 40.74109499999985),POINT (-73.981488 40.74109499999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402674,3 AV/E 29 ST,40.742894,-73.980105,,,,POINT (-73.98015799999999 40.74291599999984),POINT (-73.98015799999999 40.74291599999984),POINT (-73.98015799999999 40.74291599999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402677,3 AV/E 37 ST,40.747988,-73.97637,,,,POINT (-73.976434 40.74801499999985),POINT (-73.976434 40.74801499999985),POINT (-73.976434 40.74801499999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402678,3 AV/E 39 ST,40.749176,-73.975519,,,,POINT (-73.975571 40.74919799999983),POINT (-73.975571 40.74919799999983),POINT (-73.975571 40.74919799999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402679,3 AV/E 42 ST,40.751085,-73.974122,,,,POINT (-73.974182 40.75110999999983),POINT (-73.974182 40.75110999999983),POINT (-73.974182 40.75110999999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402680,3 AV/E 45 ST,40.752407,-73.973161,,,,POINT (-73.97322800000001 40.75243499999983),POINT (-73.97322800000001 40.75243499999983),POINT (-73.97322800000001 40.75243499999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402681,3 AV/E 47 ST,40.754234,-73.97185,,,,POINT (-73.971902 40.75425599999983),POINT (-73.971902 40.75425599999983),POINT (-73.971902 40.75425599999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402682,3 AV/E 50 ST,40.755505,-73.970922,,,,POINT (-73.97098000000001 40.75552999999984),POINT (-73.97098000000001 40.75552999999984),POINT (-73.97098000000001 40.75552999999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402687,3 AV/E 65 ST,40.765599,-73.963509,,,,POINT (-73.96357500000001 40.76562599999983),POINT (-73.96357500000001 40.76562599999983),POINT (-73.96357500000001 40.76562599999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402688,3 AV/E 67 ST,40.767113,-73.962513,,,,POINT (-73.962524 40.76711699999984),POINT (-73.962524 40.76711699999984),POINT (-73.962524 40.76711699999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402689,3 AV/E 69 ST,40.768112,-73.961718,,,,POINT (-73.961782 40.76813899999984),POINT (-73.961782 40.76813899999984),POINT (-73.961782 40.76813899999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402691,3 AV/E 75 ST,40.771857,-73.959001,,,,POINT (-73.959037 40.77187299999986),POINT (-73.959037 40.77187299999986),POINT (-73.959037 40.77187299999986),,,,,,,,,,,,,,,,,,,,,,,,,,
402692,3 AV/E 77 ST,40.773208,-73.95799,,,,POINT (-73.95804699999999 40.77323199999984),POINT (-73.95804699999999 40.77323199999984),POINT (-73.95804699999999 40.77323199999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402694,3 AV/E 82 ST,40.776582,-73.955559,,,,POINT (-73.955601 40.77659899999984),POINT (-73.955601 40.77659899999984),POINT (-73.955601 40.77659899999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402696,3 AV/E 88 ST,40.780478,-73.952701,,,,POINT (-73.952754 40.78049999999985),POINT (-73.952754 40.78049999999985),POINT (-73.952754 40.78049999999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402697,3 AV/E 91 ST,40.782258,-73.951426,,,,POINT (-73.95146899999999 40.78227699999985),POINT (-73.95146899999999 40.78227699999985),POINT (-73.95146899999999 40.78227699999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402704,3 AV/E 109 ST,40.793765,-73.943005,,,,POINT (-73.94305 40.79378499999985),POINT (-73.94305 40.79378499999985),POINT (-73.94305 40.79378499999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402705,3 AV/E 112 ST,40.795775,-73.941518,,,,POINT (-73.941579 40.79579999999985),POINT (-73.941579 40.79579999999985),POINT (-73.941579 40.79579999999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402707,3 AV/E 118 ST,40.799578,-73.938718,,,,POINT (-73.93879100000001 40.79960899999983),,POINT (-73.93879100000001 40.79960899999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402723,W 125 ST/MORNINGSIDE AV,40.811402,-73.954184,,,,POINT (-73.95415899999999 40.81143599999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402740,AMSTERDAM AV/W 171 ST,40.841978,-73.935267,,,,POINT (-73.93532800000001 40.84202299999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402741,AMSTERDAM AV/W 173 ST,40.84312,-73.934443,,,,POINT (-73.93450700000001 40.84314799999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402744,AMSTERDAM AV/W 179 ST,40.847008,-73.931612,,,,POINT (-73.931669 40.84704199999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402745,AMSTERDAM AV/W 181 ST,40.848358,-73.930616,,,,POINT (-73.93068000000001 40.84838399999986),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402748,AMSTERDAM AV/W 187 ST,40.852204,-73.927829,,,,POINT (-73.927882 40.85222599999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402749,AMSTERDAM AV/W 190 ST,40.853927,-73.926552,,,,POINT (-73.926615 40.85395399999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402753,BOWERY/BAYARD ST,40.715391,-73.996465,,,,,,POINT (-73.99653599999999 40.71541899999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402755,BOWERY/GRAND ST,40.718788,-73.994542,,,,,,POINT (-73.99466600000001 40.71881199999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402757,BOWERY/DELANCEY ST,40.720748,-73.993726,,,,,,POINT (-73.99384599999999 40.72077499999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402760,BOWERY/E HOUSTON ST,40.72392,-73.992585,,,,,,POINT (-73.992659 40.72393599999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402762,BOWERY/E 3 ST,40.726723,-73.991525,,,,,,POINT (-73.99165500000001 40.72675099999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402764,AMSTERDAM AV/W 188 ST,40.852241,-73.927959,,,,POINT (-73.927892 40.85221299999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402766,AMSTERDAM AV/W 184 ST,40.849558,-73.929899,,,,POINT (-73.929846 40.84953499999983),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402767,AMSTERDAM AV/W 181 ST,40.848228,-73.930845,,,,POINT (-73.930806 40.84821099999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402769,AMSTERDAM AV/W 178 ST,40.845883,-73.932601,,,,POINT (-73.93253799999999 40.84585699999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402772,AMSTERDAM AV/W 172 ST,40.842043,-73.935378,,,,POINT (-73.935339 40.84200699999984),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402773,AMSTERDAM AV/W 170 ST,40.840658,-73.936399,,,,POINT (-73.936348 40.84063699999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402774,AMSTERDAM AV/W 168 ST,40.839549,-73.937226,,,,POINT (-73.937158 40.83951999999985),,,,,,,,,,,,,,,,,,,,,,,,,,,,
402805,LEXINGTON AV/E 122 ST,40.802094,-73.939144,,,,POINT (-73.93909499999999 40.80207299999985),,POINT (-73.93909499999999 40.80207299999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402809,LEXINGTON AV/E 114 ST,40.797178,-73.942746,,,,POINT (-73.942701 40.79715999999986),POINT (-73.942701 40.79715999999986),POINT (-73.942701 40.79715999999986),,,,,,,,,,,,,,,,,,,,,,,,,,
402811,LEXINGTON AV/E 110 ST,40.794544,-73.944667,,,,POINT (-73.944609 40.79452099999985),POINT (-73.944609 40.79452099999985),POINT (-73.944609 40.79452099999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402816,LEXINGTON AV/E 100 ST,40.78827,-73.949209,,,,POINT (-73.949178 40.78825799999983),POINT (-73.949178 40.78825799999983),POINT (-73.949178 40.78825799999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402819,LEXINGTON AV/E 94 ST,40.784406,-73.952025,,,,POINT (-73.95200200000001 40.78439599999983),POINT (-73.95200200000001 40.78439599999983),POINT (-73.95200200000001 40.78439599999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402826,LEXINGTON AV/E 79 ST,40.774868,-73.959032,,,,POINT (-73.958978 40.77484399999985),POINT (-73.958978 40.77484399999985),POINT (-73.958978 40.77484399999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402829,LEXINGTON AV/E 74 ST,40.771396,-73.961556,,,,POINT (-73.96150899999999 40.77137599999983),POINT (-73.96150899999999 40.77137599999983),POINT (-73.96150899999999 40.77137599999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402831,LEXINGTON AV/E 70 ST,40.768759,-73.96348,,,,POINT (-73.963429 40.76873699999985),POINT (-73.963429 40.76873699999985),POINT (-73.963429 40.76873699999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402835,LEXINGTON AV/E 62 ST,40.763812,-73.967079,,,,POINT (-73.967034 40.76379299999984),POINT (-73.967034 40.76379299999984),POINT (-73.967034 40.76379299999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402838,LEXINGTON AV/E 56 ST,40.76012,-73.969776,,,,POINT (-73.96973100000001 40.76010099999985),POINT (-73.96973100000001 40.76010099999985),POINT (-73.96973100000001 40.76010099999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402841,LEXINGTON AV/E 49 ST,40.755518,-73.973132,,,,POINT (-73.973083 40.75549799999981),POINT (-73.973083 40.75549799999981),POINT (-73.973083 40.75549799999981),,,,,,,,,,,,,,,,,,,,,,,,,,
402842,LEXINGTON AV/E 47 ST,40.754284,-73.974034,,,,POINT (-73.97398299999999 40.75426299999982),POINT (-73.97398299999999 40.75426299999982),POINT (-73.97398299999999 40.75426299999982),,,,,,,,,,,,,,,,,,,,,,,,,,
402843,LEXINGTON AV/E 45 ST,40.753095,-73.974905,,,,POINT (-73.97485500000001 40.75307399999983),POINT (-73.97485500000001 40.75307399999983),POINT (-73.97485500000001 40.75307399999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402845,LEXINGTON AV/E 40 ST,40.749766,-73.977317,,,,POINT (-73.977273 40.74974799999983),POINT (-73.977273 40.74974799999983),POINT (-73.977273 40.74974799999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402846,LEXINGTON AV/E 37 ST,40.748387,-73.978325,,,,POINT (-73.97828199999999 40.74836899999985),POINT (-73.97828199999999 40.74836899999985),POINT (-73.97828199999999 40.74836899999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402851,LEXINGTON AV/E 28 ST,40.742375,-73.982721,,,,POINT (-73.982668 40.74235299999985),POINT (-73.982668 40.74235299999985),POINT (-73.982668 40.74235299999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402852,LEXINGTON AV/E 26 ST,40.741117,-73.983648,,,,POINT (-73.98358499999999 40.74108999999984),POINT (-73.98358499999999 40.74108999999984),POINT (-73.98358499999999 40.74108999999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402854,3 AV/E 23 ST,40.738982,-73.983129,,,,POINT (-73.98305500000001 40.73894999999985),POINT (-73.98305500000001 40.73894999999985),POINT (-73.98305500000001 40.73894999999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402856,3 AV/E 17 ST,40.73487,-73.986103,,,,POINT (-73.98604 40.73484399999983),POINT (-73.98604 40.73484399999983),POINT (-73.98604 40.73484399999983),,,,,,,,,,,,,,,,,,,,,,,,,,
402857,5 AV/W 13 ST,40.735713,-73.993952,POINT (-73.993847 40.73566899999983),,,,,,,,,,,,,POINT (-73.993847 40.73566899999983),,,,POINT (-73.993847 40.73566899999983),,,,,,,POINT (-73.993847 40.73566899999983),,,,,,,
402858,3 AV/E 11 ST,40.730973,-73.988946,,,,POINT (-73.988878 40.73094399999984),POINT (-73.988878 40.73094399999984),POINT (-73.988878 40.73094399999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402862,BOWERY/BLEECKER ST,40.725346,-73.992211,,,,,,POINT (-73.992154 40.72533399999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402863,BOWERY/E HOUSTON ST,40.723756,-73.992907,,,,,,POINT (-73.99273700000001 40.72372099999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402864,BOWERY/PRINCE ST,40.722055,-73.993513,,,,,,POINT (-73.993381 40.72198299999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402865,BOWERY/KENMARE ST,40.720035,-73.994296,,,,,,POINT (-73.994167 40.72000299999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402867,BOWERY/GRAND ST,40.718135,-73.995079,,,,,,POINT (-73.99498199999999 40.71809999999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402868,BOWERY/CANAL ST,40.715915,-73.996422,,,,,,POINT (-73.99627199999999 40.71586699999984),,,,,,,,,,,,,,,,,,,,,,,,,,
402869,BOWERY/BAYARD ST,40.714772,-73.9971,,,,,,POINT (-73.997005 40.71473299999985),,,,,,,,,,,,,,,,,,,,,,,,,,
402870,PARK ROW/WORTH ST,40.713411,-73.998961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.99893900000001 40.71333799999983),
403036,WEST END AV/W 72 ST,40.779534,-73.98481,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.984708 40.77949099999984),,,POINT (-73.984708 40.77949099999984),,,
403037,WEST END AV/W 69 ST,40.777468,-73.986337,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.98621800000001 40.77741899999985),,,,,,
403038,WEST END AV/W 66 ST,40.77618,-73.987276,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.987212 40.77614999999984),,,,,,
403047,CENTRAL PK S/AVE OF THE AMERICAS,40.765655,-73.976441,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.976376 40.76573499999982),,,,,,,,,
403076,WEST END AV/W 66 ST,40.776334,-73.986857,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.98700500000002 40.77640399999986),,,,,,
403103,BROADWAY/W 73 ST,40.779589,-73.981517,,,,,,,POINT (-73.981594 40.77960299999983),,,,,,,,,,,,,,,,,,,,,,,,,
403104,BROADWAY/W 75 ST,40.781301,-73.981021,,,,,,,POINT (-73.98107900000001 40.78131199999982),,,,,,,,,,,,,,,,,,,,,,,,,
403105,BROADWAY/W 77 ST,40.782726,-73.980497,,,,,,,POINT (-73.980571 40.78274699999983),,,,,,,,,,,,,,,,,,,,,,,,,
403106,BROADWAY/W 79 ST,40.784084,-73.979583,,,,,,,POINT (-73.979664 40.78411599999985),,,,,,,,,,,,,,,,,,,,,,,,,
403107,BROADWAY/W 82 ST,40.785994,-73.978167,,,,,,,POINT (-73.978238 40.78602499999984),,,,,,,,,,,,,,,,,,,,,,,,,
403108,BROADWAY/W 84 ST,40.787215,-73.977214,,,,,,,POINT (-73.97726800000001 40.78724099999983),,,,,,,,,,,,,,,,,,,,,,,,,
403109,BROADWAY/W 86 ST,40.788533,-73.976086,,,,,,,POINT (-73.976156 40.78857099999985),,,,,,,,,,,,,,,,,,,,,,,,,
403110,BROADWAY/W 88 ST,40.789801,-73.975114,,,,,,,POINT (-73.975179 40.78982799999985),,,,,,,,,,,,,,,,,,,,,,,,,
403111,BROADWAY/W 91 ST,40.791669,-73.973745,,,,,,,POINT (-73.973812 40.79169699999985),,,,,,,,,,,,,,,,,,,,,,,,,
403112,BROADWAY/W 93 ST,40.792967,-73.972806,,,,,,,POINT (-73.97285500000001 40.79298699999983),,,,,,,,,,,,,,,,,,,,,,,,,
403114,BROADWAY/W 99 ST,40.796724,-73.970048,,,,,,,POINT (-73.970139 40.79675999999985),,,,,,,,,,,,,,,,,,,,,,,,,
403115,BROADWAY/W 101 ST,40.798143,-73.968924,,,,,,,POINT (-73.96906 40.79819999999984),,,,,,,,,,,,,,,,,,,,,,,,,
403116,BROADWAY/W 103 ST,40.79932,-73.968241,,,,,,,POINT (-73.96830300000001 40.79933799999984),,,,,,,,,,,,,,,,,,,,,,,,,
403118,BROADWAY/W 108 ST,40.803132,-73.967242,,,,,,,POINT (-73.96730500000001 40.80315599999982),,,,,,,,,,,,,,,,,,,,,,,,,
403119,BROADWAY/CATHEDRAL PY,40.804269,-73.96635,,,,,,,POINT (-73.966464 40.80431699999983),,,,,,,,,,,,,,,,,,,,,,,,,
403122,BROADWAY/W 116 ST,40.80799,-73.963751,,,,,,,POINT (-73.963787 40.80800399999983),,,,,,,,,,,,,,POINT (-73.963787 40.80800399999983),,,,,,,,,,,
403125,BROADWAY/W 122 ST,40.812034,-73.960739,,,,,,,POINT (-73.96079 40.81205699999985),,,,,,,,,,,,,,POINT (-73.96079 40.81205699999985),,,,,,,,,,,
403126,BROADWAY/LA SALLE ST,40.813972,-73.959307,,,,,,,POINT (-73.959366 40.81399499999984),,,,,,,,,,,,,,POINT (-73.959366 40.81399499999984),,,,,,,,,,,
403127,BROADWAY/TIEMANN PL,40.814923,-73.95853,,,,,,,POINT (-73.95867199999999 40.81498099999983),,,,,,,,,,,,,,POINT (-73.95867199999999 40.81498099999983),,,,,,,,,,,
403132,AV OF THE AMERICAS/W 50 ST,40.759771,-73.980381,,,,,,,,,,,,,,,,,,,,,,,POINT (-73.980469 40.75980899999981),,,,,POINT (-73.980469 40.75980899999981),,,,
403139,MORNINGSIDE AV/W 125 ST,40.811475,-73.95402,,,,,,,POINT (-73.95395600000001 40.81144999999984),,,,,,,,,,,,,,,,,,,,,,,,,
403142,BROADWAY/TIEMANN PL,40.815025,-73.959043,,,,,,,POINT (-73.95895 40.81498799999982),,,,,,,,,,,,,,POINT (-73.95895 40.81498799999982),,,,,,,,,,,
403144,BROADWAY/LA SALLE ST,40.813736,-73.959961,,,,,,,POINT (-73.95989300000001 40.81370699999985),,,,,,,,,,,,,,,,,,,,,,,,,
403145,BROADWAY/W 122 ST,40.811738,-73.961462,,,,,,,POINT (-73.961342 40.81169099999983),,,,,,,,,,,,,,POINT (-73.961342 40.81169099999983),,,,,,,,,,,
403147,BROADWAY/W 116 ST,40.807957,-73.96422,,,,,,,POINT (-73.964095 40.80790499999984),,,,,,,,,,,,,,POINT (-73.964095 40.80790499999984),,,,,,,,,,,
403148,BROADWAY/W 114 ST,40.806645,-73.965164,,,,,,,POINT (-73.965051 40.80659899999984),,,,,,,,,,,,,,POINT (-73.965051 40.80659899999984),,,,,,,,,,,
403149,BROADWAY/W 112 ST,40.805377,-73.966071,,,,,,,POINT (-73.96596700000001 40.80533599999984),,,,,,,,,,,,,,POINT (-73.96596700000001 40.80533599999984),,,,,,,,,,,
403150,BROADWAY/CATHEDRAL PY,40.804085,-73.967018,,,,,,,POINT (-73.96690699999999 40.80403599999983),,,,,,,,,,,,,,,,,,,,,,,,,
